sat.Earth.RadPer          sat.Earth.RadApo          sat.Earth.Energy          sat.Earth.SMA             sat.Earth.SemilatusRectum   sat.Earth.HMAG            sat.EarthMJ2000Eq.HX      sat.EarthMJ2000Eq.HY      sat.EarthMJ2000Eq.HZ      sat.EarthMJ2000Eq.X       sat.EarthMJ2000Eq.Y       sat.EarthMJ2000Eq.Z       sat.EarthMJ2000Eq.VX      sat.EarthMJ2000Eq.VY      sat.EarthMJ2000Eq.VZ      
15000.00000000025         104999.9999999888         -3.321670345833637        59999.99999999451         26250.00000000004           102290.0854891373         -71104.59089498759        -52835.43645781405        51145.04274456869         -30739.5759155081         78377.44533400866         38232.08385373463         -0.4163510004123299       -0.6022371623107505       -1.200975257399004        
15000.00000000024         104999.9999999887         -3.32167034583364         59999.99999999447         26250.00000000002           102290.0854891373         -71104.59089498756        -52835.43645781404        51145.04274456869         -31805.02018814838        76604.59048993986         34919.39645534132         -0.3720154649207766       -0.7120558410092448       -1.252785903452275        
15000.00000000023         104999.9999999886         -3.321670345833643        59999.99999999441         26250.00000000002           102290.0854891373         -71104.59089498754        -52835.43645781403        51145.04274456868         -32743.45943941369        74526.08554017465         31467.52613189071         -0.3221165230823846       -0.8288360379770915       -1.304053605857167        
15000.00000000025         104999.9999999884         -3.321670345833648        59999.99999999432         26250.00000000001           102290.0854891372         -71104.59089498756        -52835.43645781402        51145.04274456866         -33538.48614218646        72121.46761130576         27878.14431918674         -0.2655808939831711       -0.9538581665658385       -1.354608963992158        
15000.00000000025         104999.9999999878         -3.321670345833664        59999.99999999403         26250                       102290.0854891372         -71104.59089498754        -52835.43645781401        51145.04274456864         -34170.37388633324        69366.40666212916         24153.54156133749         -0.2010051191753523       -1.088722061702717        -1.404153525430425        
15000.00000000024         104999.9999999864         -3.321670345833704        59999.99999999331         26249.99999999994           102290.0854891371         -71104.59089498746        -52835.43645781396        51145.04274456857         -34615.0142503348         66231.69898258217         20297.06576212231         -0.1265188235637645       -1.235460595144758        -1.45218705421471         
15000.00000000021         104999.9999999827         -3.321670345833808        59999.99999999143         26249.99999999979           102290.0854891368         -71104.59089498725        -52835.4364578138         51145.04274456843         -34842.39148305044        62681.88882269397         16313.81883692952         -0.03957267654344997      -1.396705293800772        -1.497883835189098        
15000.00000000015         104999.9999999716         -3.321670345834116        59999.99999998586         26249.99999999934           102290.0854891359         -71104.59089498664        -52835.43645781335        51145.042744568           -34814.32712915269        58673.34131665618         12211.80148818            0.06340216669383279       -1.57593336523997         -1.539874400918909        
14999.9999999999          104999.9999999354         -3.321670345835124        59999.99999996766         26249.99999999786           102290.0854891331         -71104.59089498465        -52835.43645781186        51145.04274456656         -34481.02644036355        54151.48686140632         8003.867872886995         0.1875639352472813        -1.77784465975245         -1.575842688651612        
14999.99999999986         104999.9999999221         -3.321670345835493        59999.99999996099         26249.99999999734           102290.085489132          -71104.59089498396        -52835.43645781134        51145.04274456605         -33944.57049292804        50081.02527862536         4544.683480002707         0.3083790241565131        -1.961697540483514        -1.597808448505025        
14999.99999999969         104999.9999998826         -3.321670345836591        59999.99999994116         26249.99999999585           102290.0854891291         -71104.59089498194        -52835.43645780985        51145.04274456458         -33123.69165429571        45606.94423091235         1063.959614009815         0.4532689867007967        -2.168153746030787        -1.609654410215114        
14999.99999999964         104999.9999998685         -3.321670345836984        59999.99999993406         26249.99999999534           102290.0854891281         -71104.59089498126        -52835.43645780934        51145.04274456405         -32206.8782207697         41635.44182334979         -1764.201459221311        0.5946111663750372        -2.356699735050326        -1.607930523891166        
14999.99999999947         104999.9999998304         -3.321670345838042        59999.99999991495         26249.99999999391           102290.0854891254         -71104.59089497932        -52835.4364578079         51145.04274456267         -31024.22895300941        37334.73294253343         -4562.870318575779        0.7638572426831014        -2.567781749774274        -1.590694002171261        
14999.99999999941         104999.9999998179         -3.321670345838391        59999.99999990864         26249.99999999343           102290.0854891244         -71104.59089497865        -52835.43645780742        51145.04274456222         -29820.17431800416        33538.22510926807         -6810.914898830487        0.9298770678732088        -2.760931854148544        -1.559418210847713        
14999.99999999918         104999.9999997926         -3.321670345839096        59999.99999989591         26249.99999999223           102290.0854891221         -71104.59089497701        -52835.43645780621        51145.04274456105         -28365.19289127396        29473.25454244895         -8987.443238723612        1.128225161027713         -2.975389958398261        -1.50521017171381         
14999.99999999864         104999.9999997825         -3.321670345839391        59999.99999989058         26249.99999999112           102290.0854891199         -71104.5908949755         -52835.43645780508        51145.04274455999         -26767.35506876784        25483.00398218201         -10888.17535322026        1.347575832492259         -3.193641016478193        -1.425721532584142        
14999.99999999841         104999.9999997896         -3.321670345839201        59999.99999989401         26249.99999999097           102290.0854891196         -71104.59089497532        -52835.43645780494        51145.04274455984         -25268.93242902832        22083.99941333081         -12316.3325549981         1.55725667894768          -3.385006413273908        -1.331902145882923        
14999.99999999819         104999.9999998014         -3.32167034583888         59999.9999998998          26249.99999999103           102290.0854891197         -71104.59089497538        -52835.436457805          51145.0427445599          -23787.16113081619        18985.46725961376         -13457.23602539552        1.769804532898247         -3.562661735621235        -1.219933685242697        
14999.99999999798         104999.9999998166         -3.321670345838465        59999.99999990731         26249.99999999119           102290.0854891201         -71104.5908949756         -52835.43645780515        51145.04274456008         -22307.91999214065        16111.75857290222         -14369.40295714395        1.987893673967305         -3.72842944198401         -1.087980915708969        
14999.99999999776         104999.9999998353         -3.321670345837953        59999.99999991655         26249.99999999143           102290.0854891205         -71104.59089497592        -52835.43645780538        51145.04274456028         -20820.96864972543        13414.95109311253         -15088.10278378752        2.213345799298438         -3.882478752752981        -0.9336860291647653       
14999.99999999749         104999.9999998585         -3.321670345837321        59999.99999992798         26249.99999999173           102290.0854891211         -71104.59089497634        -52835.43645780568        51145.04274456058         -19316.59393827277        10860.33200055889         -15635.69185254246        2.447628911695584         -4.023851492044741        -0.7540182845745542       
14999.99999999672         104999.9999999249         -3.321670345835503        59999.9999999608          26249.99999999265           102290.0854891229         -71104.59089497758        -52835.43645780665        51145.04274456148         -17652.84120286219        8218.557642561942         -16051.74084740432        2.71318859680584          -4.160437335755565        -0.5259230582237061       
14999.9999999959          105000.0000000046         -3.321670345833319        60000.00000000027         26249.99999999386           102290.0854891252         -71104.59089497921        -52835.43645780785        51145.04274456264         -15954.36365373598        5703.258319437608         -16288.85837891065        2.989605900314321         -4.274412878347608        -0.2593753927542695       
14999.99999999568         105000.0000000258         -3.321670345832739        60000.00000001073         26249.9999999942            102290.0854891259         -71104.59089497967        -52835.43645780819        51145.04274456298         -14438.19371801723        3601.726494349348         -16351.98684706129        3.238684849964011         -4.35026021968015         0.008553397536553597      
14999.99999999546         105000.0000000537         -3.321670345831974        60000.00000002456         26249.99999999475           102290.085489127          -71104.59089498041        -52835.43645780876        51145.04274456354         -12809.44185681626        1486.351486363562         -16272.8985772271         3.505474742931794         -4.399521147686997        0.3285700146811578        
14999.99999999551         105000.0000000538         -3.321670345831969        60000.00000002466         26249.99999999482           102290.0854891271         -71104.59089498052        -52835.43645780883        51145.04274456359         -11393.93558032449        -237.820253860281         -16086.14287689496        3.733322393103335         -4.410871266648165        0.6336108285208719        
14999.99999999579         105000.0000000394         -3.321670345832359        60000.00000001759         26249.9999999948            102290.0854891271         -71104.59089498047        -52835.43645780881        51145.04274456357         -9900.316989799738        -1946.014421372209        -15774.28558670003        3.965514945038086         -4.386535655181167        0.9815573373621428        
14999.99999999625         105000.0000000121         -3.321670345833102        60000.00000000418         26249.99999999464           102290.0854891268         -71104.59089498027        -52835.43645780864        51145.04274456342         -8436.153144979644        -3512.609629260516        -15357.0989253411         4.180127867314436         -4.322098558392456        1.346490577624723         
14999.99999999679         104999.9999999784         -3.321670345834018        59999.99999998762         26249.99999999443           102290.0854891264         -71104.59089497998        -52835.43645780844        51145.04274456322         -7004.339947727744        -4943.116564480832        -14844.30175198982        4.372268514868734         -4.216301613678543        1.722908483552734         
14999.99999999744         104999.9999999409         -3.321670345835042        59999.99999996914         26249.99999999423           102290.085489126          -71104.5908949797         -52835.43645780825        51145.04274456302         -5589.146335767151        -6259.41149295079         -14236.623195185          4.539396077449945         -4.067006551761198        2.109487625166852         
14999.99999999814         104999.9999999013         -3.321670345836118        59999.9999999497          26249.99999999407           102290.0854891257         -71104.5908949795         -52835.43645780808        51145.04274456285         -4171.913984521327        -7480.620685812913        -13527.8818610865         4.678298234955228         -3.870757703459115        2.505331944612224         
14999.9999999989          104999.9999998652         -3.321670345837095        59999.99999993205         26249.99999999411           102290.0854891257         -71104.59089497954        -52835.43645780811        51145.04274456289         -2731.935789531373        -8621.58268396424         -12704.61858787651        4.784328360177748         -3.622544950718993        2.909157158036349         
14999.99999999955         104999.9999998498         -3.321670345837504        59999.99999992467         26249.9999999946            102290.0854891267         -71104.59089498023        -52835.4364578086         51145.04274456335         -1244.631297715292        -9693.106351236162        -11743.82641419339        4.850730163400001         -3.315358851374389        3.318811418960363         
14999.99999999956         104999.999999885          -3.32167034583653         59999.99999994226         26249.99999999574           102290.0854891289         -71104.59089498177        -52835.43645780975        51145.04274456447         245.4257083709782         -10655.42883317788        -10666.39715567022        4.868056901661599         -2.958904068246246        3.711135945501447         
14999.99999999919         104999.99999994           -3.321670345835017        59999.99999996959         26249.99999999687           102290.0854891311         -71104.59089498331        -52835.43645781089        51145.04274456557         1675.767732782943         -11471.49384160144        -9520.895452204852        4.834749354480036         -2.575986287711771        4.060403588802672         
14999.99999999919         104999.9999999402         -3.32167034583501         59999.99999996972         26249.99999999689           102290.0854891311         -71104.59089498332        -52835.43645781089        51145.04274456558         1919.642190331515         -11599.83916267941        -9314.43531627355         4.824029000553312         -2.507195248257565        4.1165642264638           
