sat.Earth.RadPer          sat.Earth.RadApo          sat.Earth.Energy          sat.Earth.SMA             sat.Earth.SemilatusRectum   sat.EarthMJ2000Eq.HX      sat.EarthMJ2000Eq.HY      sat.EarthMJ2000Eq.HZ      sat.Earth.HMAG            sat.EarthMJ2000Eq.X       sat.EarthMJ2000Eq.Y       sat.EarthMJ2000Eq.Z       
14999.99999999738         104999.999999869          -3.321670345837033        59999.99999993318         26249.99999999189           -9.911454391199575e-14    5.27687725203627e-13      102290.0854891214         102290.0854891214         14148.7258551929          23374.98961581945         -1.068759551297816e-13    
14999.99999999662         104999.999999935          -3.321670345835226        59999.99999996581         26249.99999999281           -2.171470179302691e-13    5.957063932196186e-13     102290.0854891232         102290.0854891232         11017.28483470377         22907.37563837505         -1.100175008976378e-13    
14999.99999999579         105000.000000015          -3.321670345833036        60000.00000000537         26249.99999999402           -1.123976855863076e-13    5.517299158297142e-13     102290.0854891256         102290.0854891256         8026.463897028853         22266.42420264905         -1.112805442605509e-13    
14999.99999999555         105000.0000000378         -3.321670345832411        60000.00000001667         26249.99999999439           -5.038915461644589e-14    5.318147853143608e-13     102290.0854891263         102290.0854891263         5510.257314877472         21562.05726011472         -1.093885452475994e-13    
14999.99999999532         105000.0000000692         -3.321670345831548        60000.00000003226         26249.99999999501           -1.864300025915242e-13    5.6313035639168e-13       102290.0854891275         102290.0854891275         2967.19810617692          20675.90450144517         -1.084176894267412e-13    
14999.99999999537         105000.0000000705         -3.32167034583151         60000.00000003293         26249.99999999511           -2.833507510672727e-13    5.741354624426903e-13     102290.0854891277         102290.0854891277         889.7149503793303         19803.42141626674         -1.086883939942715e-13    
14999.99999999563         105000.0000000571         -3.321670345831873        60000.00000002639         26249.99999999509           -3.285926996796731e-13    5.672049012997412e-13     102290.0854891277         102290.0854891277         -1178.0295769114          18781.52089228195         -1.079289607605135e-13    
14999.99999999606         105000.0000000308         -3.32167034583259         60000.00000001342         26249.99999999494           -2.371711287814121e-13    5.779098088405605e-13     102290.0854891274         102290.0854891274         -3080.759250816857        17683.24522585725         -1.070483807381296e-13    
14999.9999999966          104999.9999999977         -3.321670345833493        59999.99999999713         26249.99999999474           -3.020310163774164e-13    5.665267028020861e-13     102290.085489127          102290.085489127          -4824.228832710221        16519.30644196858         -1.057355157834538e-13    
14999.99999999723         104999.9999999603         -3.321670345834509        59999.99999997877         26249.99999999452           -2.514153470990523e-13    5.876853560734957e-13     102290.0854891265         102290.0854891265         -6434.974441256394        15282.93793136786         -1.036210899823109e-13    
14999.99999999794         104999.9999999208         -3.321670345835582        59999.99999995939         26249.99999999436           -3.836441717670236e-13    5.260636245784494e-13     102290.0854891262         102290.0854891262         -7936.747933019848        13959.84368894264         -1.015607036318798e-13    
14999.99999999868         104999.9999998839         -3.321670345836583        59999.9999999413          26249.99999999436           -3.317362747821385e-13    5.581994613929499e-13     102290.0854891262         102290.0854891262         -9348.370669439668        12528.71732526226         -9.868714915818052e-14    
14999.99999999936         104999.9999998655         -3.321670345837074        59999.99999993244         26249.9999999948            -4.043309365246358e-13    5.054726129259807e-13     102290.0854891271         102290.0854891271         -10684.38212751073        10958.48039327639         -9.638507879572573e-14    
14999.99999999944         104999.9999998969         -3.321670345836203        59999.99999994816         26249.99999999594           -5.615202223039428e-13    3.293348575431105e-13     102290.0854891293         102290.0854891293         -11908.35383016482        9272.969133922097         -9.522617379907484e-14    
14999.99999999908         104999.9999999522         -3.321670345834683        59999.99999997563         26249.9999999971            -5.512358640712591e-13    3.522843218605891e-13     102290.0854891316         102290.0854891316         -12961.4810574271         7558.121040553358         -9.587870328535139e-14    
14999.99999999869         105000.0000000011         -3.32167034583334         59999.99999999988         26249.99999999802           -6.238652532113893e-13    2.053334827039225e-13     102290.0854891334         102290.0854891334         -13859.18209801417        5812.965830734828         -9.619562463645972e-14    
14999.99999999851         105000.0000000313         -3.321670345832509        60000.0000000149          26249.99999999869           -6.398994122382591e-13    1.567194584081966e-13     102290.0854891347         102290.0854891347         -14617.96810293856        4022.780281417038         -9.760943200352896e-14    
14999.99999999865         105000.000000036          -3.321670345832374        60000.00000001734         26249.99999999905           -6.387567667329451e-13    1.625101743777448e-13     102290.0854891354         102290.0854891354         -15244.3154105504         2181.357959802702         -9.865963486950159e-14    
14999.99999999912         105000.0000000148         -3.321670345832949        60000.00000000694         26249.99999999909           -6.398296581295447e-13    1.495462162898341e-13     102290.0854891355         102290.0854891355         -15740.6794589575         284.8009707961401         -9.887511987272699e-14    
15000.00000000014         104999.9999999532         -3.321670345834626        59999.99999997665         26249.99999999876           -6.393560470935121e-13    1.391566012575763e-13     102290.0854891348         102290.0854891348         -16118.45449464998        -1745.50386235379         -9.837251496928093e-14    
15000.00000000178         104999.9999998459         -3.32167034583755         59999.99999992384         26249.99999999791           -6.378510323088291e-13    1.307094482859692e-13     102290.0854891331         102290.0854891331         -16359.42251359397        -3910.737237196045        -9.701530880684592e-14    
15000.0000000024          104999.9999998034         -3.321670345838708        59999.99999990292         26249.99999999753           -6.405826452850697e-13    1.464990733302426e-13     102290.0854891324         102290.0854891324         -16443.64635166178        -5949.457355930069        -9.445611901111031e-14    
15000.00000000263         104999.9999997847         -3.32167034583922         59999.99999989368         26249.99999999733           -6.355886581173441e-13    1.343673058213023e-13     102290.085489132          102290.085489132          -16401.54046746161        -7907.981328420645        -9.152459797465792e-14    
15000.00000000278         104999.9999997757         -3.321670345839465        59999.99999988925         26249.99999999725           -6.557991312044526e-13    1.770327702783374e-13     102290.0854891319         102290.0854891319         -16246.3696813325         -9848.627350065894        -8.711328469824975e-14    
15000.00000000284         104999.9999997714         -3.321670345839582        59999.99999988713         26249.99999999721           -6.840584866269307e-13    2.194722004884649e-13     102290.0854891318         102290.0854891318         -15979.90771602941        -11805.47114173692        -8.153496714274581e-14    
15000.00000000286         104999.9999997701         -3.321670345839619        59999.99999988646         26249.99999999721           -7.730529246590005e-13    3.322895361237093e-13     102290.0854891318         102290.0854891318         -15598.20891988407        -13800.12874044763        -7.305304919450511e-14    
15000.00000000283         104999.9999997709         -3.321670345839596        59999.99999988687         26249.9999999972            -7.11637691328845e-13     2.711819780079696e-13     102290.0854891318         102290.0854891318         -15093.21407885902        -15849.61890832341        -6.298527354602837e-14    
15000.0000000028          104999.999999774          -3.321670345839511        59999.99999988842         26249.99999999722           -8.235024552459832e-13    3.73793759374308e-13      102290.0854891318         102290.0854891318         -14453.4122205888         -17968.11685777238        -5.069944439282499e-14    
15000.00000000271         104999.9999997798         -3.321670345839353        59999.99999989127         26249.9999999973            -8.092059955663362e-13    3.636991948757362e-13     102290.0854891319         102290.0854891319         -13664.24665488754        -20167.39522030201        -3.638988955643334e-14    
15000.00000000262         104999.9999997878         -3.321670345839134        59999.99999989522         26249.99999999739           -7.387962585916183e-13    3.14218158267037e-13      102290.0854891321         102290.0854891321         -12710.0331623344         -22453.25998248096        -2.282628797265002e-14    
15000.00000000244         104999.9999998041         -3.321670345838688        59999.99999990327         26249.99999999759           -6.253616152820794e-13    2.526141715372677e-13     102290.0854891325         102290.0854891325         -11507.32141976166        -24958.49347373158        -8.714118818894902e-15    
15000.00000000231         104999.9999998141         -3.321670345838415        59999.99999990821         26249.99999999773           -5.065747333967854e-13    2.017242042473929e-13     102290.0854891328         102290.0854891328         -10173.36954409836        -27404.34842845268        3.661629700554886e-15     
15000.00000000211         104999.9999998321         -3.321670345837921        59999.99999991713         26249.99999999798           -6.538289100533698e-14    5.354783061799667e-14     102290.0854891333         102290.0854891333         -8528.652645845261        -30081.83527476532        1.029610102063915e-14     
15000.00000000195         104999.9999998493         -3.321670345837452        59999.9999999256          26249.99999999824           -3.035398596950502e-13    1.110661315827742e-13     102290.0854891338         102290.0854891338         -6617.408585276114        -32852.57159228357        1.60344060515599e-14      
15000.00000000178         104999.9999998623         -3.321670345837096        59999.99999993204         26249.99999999845           -2.654676127126347e-14    6.156162844906436e-14     102290.0854891342         102290.0854891342         -4435.284173545646        -35682.96205257179        2.032414785632373e-14     
15000.00000000174         104999.9999998698         -3.321670345836889        59999.99999993578         26249.9999999986            -1.852277835880579e-13    7.634039208627705e-14     102290.0854891345         102290.0854891345         -1993.775248130086        -38527.69564984265        2.51433636955858e-14      
15000.00000000172         104999.999999872          -3.321670345836829        59999.99999993687         26249.99999999864           -1.07957793099712e-12     9.773952481101196e-14     102290.0854891346         102290.0854891346         690.3217991737247         -41346.29869887415        4.679264607423486e-14     
15000.00000000175         104999.9999998712         -3.321670345836852        59999.99999993645         26249.99999999865           -9.877201151883994e-13    9.71546642594052e-14      102290.0854891346         102290.0854891346         3609.184433603304         -44115.00438740638        7.675076687065059e-14     
15000.00000000178         104999.9999998684         -3.321670345836927        59999.99999993508         26249.99999999864           -1.180811571395533e-12    8.192423451916534e-14     102290.0854891346         102290.0854891346         6764.234936386044         -46820.32050129298        1.155831060752104e-13     
15000.00000000184         104999.9999998646         -3.32167034583703         59999.99999993322         26249.99999999861           -9.403714527952357e-13    1.21451278392615e-13      102290.0854891345         102290.0854891345         10161.02901446883         -49450.48784553505        1.521258537208107e-13     
15000.0000000019          104999.9999998603         -3.321670345837148        59999.99999993109         26249.99999999854           -8.184633348729041e-13    1.528103956803073e-13     102290.0854891344         102290.0854891344         13805.93348156604         -51991.46989996253        1.881363902840252e-13     
15000.00000000196         104999.9999998558         -3.321670345837271        59999.99999992888         26249.99999999849           -1.060310730029824e-12    8.422480903790382e-14     102290.0854891343         102290.0854891343         17704.77147392847         -54425.67264255689        2.28336411490165e-13      
15000.00000000199         104999.9999998512         -3.321670345837397        59999.99999992661         26249.9999999984            -8.293923669076782e-13    1.690391448364972e-13     102290.0854891341         102290.0854891341         21861.35533426439         -56730.98282083839        2.710076732628073e-13     
15000.00000000204         104999.9999998468         -3.321670345837517        59999.99999992442         26249.99999999833           -1.08875352702234e-12     6.001746980539576e-14     102290.085489134          102290.085489134          26277.05875536991         -58880.59737919918        3.142348031220141e-13     
15000.00000000209         104999.9999998426         -3.321670345837632        59999.99999992237         26249.9999999983            -1.037500444744661e-12    8.197319780902235e-14     102290.0854891339         102290.0854891339         30949.76103980157         -60842.44883270304        3.626728901387461e-13     
15000.00000000216         104999.9999998387         -3.321670345837739        59999.99999992042         26249.99999999825           -1.527252988303341e-12    -1.785756343124448e-13    102290.0854891338         102290.0854891338         35872.48002407779         -62578.57164286788        4.263496699664563e-13     
15000.00000000221         104999.999999835          -3.321670345837841        59999.99999991858         26249.99999999822           -1.548815544476166e-12    -1.904078075532002e-13    102290.0854891338         102290.0854891338         41032.03749943982         -64044.5661882509         5.020669581170332e-13     
15000.00000000223         104999.9999998333         -3.321670345837887        59999.99999991775         26249.99999999821           -1.44573102390572e-12     -1.22786800963571e-13     102290.0854891337         102290.0854891337         46029.94702809317         -65121.48985542504        5.724001769471761e-13     
15000.00000000222         104999.9999998326         -3.321670345837906        59999.9999999174          26249.99999999818           -1.228578013908649e-12    3.698616714286929e-14     102290.0854891337         102290.0854891337         50764.09703994955         -65824.49138914303        6.33514468679414e-13      
15000.00000000222         104999.9999998323         -3.321670345837914        59999.99999991726         26249.99999999817           -1.295305222687936e-12    -1.572276486395399e-14    102290.0854891336         102290.0854891336         55241.38433819405         -66193.88815892412        6.893503154840105e-13     
15000.00000000222         104999.9999998322         -3.321670345837918        59999.99999991719         26249.99999999816           -1.078423402843237e-12    1.684997921914144e-13     102290.0854891336         102290.0854891336         59468.13917516992         -66262.69066954913        7.361132044992163e-13     
15000.00000000222         104999.9999998321         -3.32167034583792         59999.99999991715         26249.99999999815           -9.83557714549079e-13     2.539831787712247e-13     102290.0854891336         102290.0854891336         63449.99951774679         -66058.32864978915        7.741164789329926e-13     
15000.00000000224         104999.9999998321         -3.32167034583792         59999.99999991716         26249.99999999815           -1.014201908127502e-12    2.208436691733342e-13     102290.0854891336         102290.0854891336         67191.86818087554         -65603.88986557872        8.078429524670951e-13     
15000.00000000222         104999.9999998321         -3.321670345837921        59999.99999991714         26249.99999999816           -1.377395617328324e-12    -1.590903440483815e-13    102290.0854891336         102290.0854891336         70697.91064829603         -64919.02946824472        8.510209091289675e-13     
15000.00000000224         104999.9999998321         -3.32167034583792         59999.99999991716         26249.99999999816           -1.371147921560534e-12    -1.521421520262644e-13    102290.0854891336         102290.0854891336         73971.57137966924         -64020.65099019887        8.96330531914247e-13      
15000.00000000223         104999.9999998321         -3.32167034583792         59999.99999991716         26249.99999999816           -1.676988400700191e-12    -5.138711252985504e-13    102290.0854891336         102290.0854891336         77015.59672770507         -62923.42559816506        9.465211648090912e-13     
15000.00000000222         104999.9999998321         -3.32167034583792         59999.99999991716         26249.99999999816           -1.670943934173904e-12    -5.045990418760295e-13    102290.0854891336         102290.0854891336         79832.05804486564         -61640.19459125535        1.000011971069809e-12     
15000.00000000223         104999.9999998321         -3.321670345837919        59999.99999991716         26249.99999999817           -1.514746264083183e-12    -2.973010376777628e-13    102290.0854891337         102290.0854891337         82422.3714784748          -60182.28622197625        1.045621602707962e-12     
15000.00000000224         104999.9999998321         -3.321670345837919        59999.99999991717         26249.99999999817           -1.613886978299209e-12    -4.375467881961577e-13    102290.0854891337         102290.0854891337         84787.31251165437         -58559.76876237612        1.087246142343596e-12     
15000.00000000223         104999.9999998321         -3.32167034583792         59999.99999991715         26249.99999999817           -1.637458746849232e-12    -4.723635566119808e-13    102290.0854891337         102290.0854891337         86927.0241161039          -56781.65558829259        1.12931600985667e-12      
15000.00000000224         104999.9999998321         -3.321670345837919        59999.99999991716         26249.99999999818           -1.670371631736564e-12    -5.217588548447451e-13    102290.0854891337         102290.0854891337         88841.01776542109         -54856.07385398662        1.170943136491489e-12     
15000.00000000225         104999.9999998321         -3.321670345837918        59999.99999991719         26249.99999999819           -1.766204598383531e-12    -6.804332149385236e-13    102290.0854891337         102290.0854891337         90528.16668841959         -52790.40542166121        1.211954398283477e-12     
15000.00000000224         104999.9999998321         -3.321670345837919        59999.99999991717         26249.99999999817           -1.583812229422196e-12    -3.614686141316247e-13    102290.0854891337         102290.0854891337         91986.69071348188         -50591.40668131491        1.245501354572232e-12     
15000.00000000223         104999.9999998321         -3.321670345837919        59999.99999991716         26249.99999999818           -1.624334359677169e-12    -4.381859954456436e-13    102290.0854891337         102290.0854891337         93214.13191429926         -48265.31248094203        1.27345414424116e-12      
15000.00000000223         104999.9999998321         -3.32167034583792         59999.99999991715         26249.99999999817           -1.545948117746227e-12    -2.825027995351616e-13    102290.0854891337         102290.0854891337         94207.32003385929         -45817.9284148488         1.297251198917623e-12     
15000.00000000223         104999.9999998321         -3.32167034583792         59999.99999991715         26249.99999999817           -1.628235308975755e-12    -4.563548884431129e-13    102290.0854891336         102290.0854891336         94962.3263384469          -43254.71508093247        1.318617649465828e-12     
15000.00000000223         104999.9999998321         -3.321670345837921        59999.99999991714         26249.99999999816           -1.599307075397335e-12    -3.910517762518369e-13    102290.0854891336         102290.0854891336         95474.40412365978         -40580.86755197257        1.337604412412082e-12     
15000.00000000224         104999.9999998321         -3.32167034583792         59999.99999991715         26249.99999999818           -1.618676731798658e-12    -4.364053349790334e-13    102290.0854891337         102290.0854891337         95737.91353320304         -37801.39318050269        1.35371871742395e-12      
15000.00000000223         104999.9999998321         -3.32167034583792         59999.99999991715         26249.99999999818           -1.617468326529798e-12    -4.343604278782599e-13    102290.0854891337         102290.0854891337         95746.22761579648         -34921.19097007113        1.365705253187271e-12     
15000.00000000226         104999.9999998321         -3.32167034583792         59999.99999991716         26249.9999999982            -1.60662161386337e-12     -4.056370688144703e-13    102290.0854891337         102290.0854891337         95491.6155721542          -31945.13612642629        1.373161059237488e-12     
15000.00000000222         104999.999999832          -3.321670345837921        59999.99999991713         26249.99999999817           -1.557899541259099e-12    -2.539012670678192e-13    102290.0854891337         102290.0854891337         94965.09783910179         -28878.17411649191        1.374657931782814e-12     
15000.00000000225         104999.999999832          -3.321670345837921        59999.99999991714         26249.99999999817           -1.56200216712211e-12     -2.642463303829184e-13    102290.0854891336         102290.0854891336         94156.26588372696         -25725.42972932532        1.371339561251131e-12     
15000.00000000221         104999.999999832          -3.321670345837922        59999.99999991711         26249.99999999815           -1.532216029412943e-12    -1.487543657680023e-13    102290.0854891336         102290.0854891336         93053.05713205674         -22492.33844972055        1.361144157003163e-12     
15000.00000000222         104999.999999832          -3.321670345837922        59999.99999991711         26249.99999999813           -1.543524392395929e-12    -1.981094335732594e-13    102290.0854891336         102290.0854891336         91641.47202468368         -19184.81024837445        1.345684235920159e-12     
15000.00000000222         104999.999999832          -3.321670345837923        59999.9999999171          26249.99999999814           -1.544861916862879e-12    -2.073605973687302e-13    102290.0854891336         102290.0854891336         89905.21530092295         -15809.44020470376        1.325767669783084e-12     
15000.00000000221         104999.9999998319         -3.321670345837925        59999.99999991706         26249.99999999815           -1.538720523559554e-12    -1.694979174795019e-13    102290.0854891336         102290.0854891336         87825.23652040021         -12373.78712515879        1.300626176380465e-12     
15000.00000000222         104999.9999998318         -3.321670345837929        59999.99999991699         26249.99999999813           -1.540267956812676e-12    -1.826980057841629e-13    102290.0854891336         102290.0854891336         85379.13435102756         -8886.75208561048         1.269753097930009e-12     
15000.00000000221         104999.9999998314         -3.321670345837939        59999.99999991681         26249.99999999812           -1.53816866787279e-12     -1.547844044772158e-13    102290.0854891335         102290.0854891335         82540.37335409904         -5359.10643338974         1.233076592192057e-12     
15000.00000000221         104999.9999998305         -3.321670345837964        59999.99999991636         26249.99999999808           -1.538421043232725e-12    -1.635593229084698e-13    102290.0854891335         102290.0854891335         79277.23766648577         -1804.248432040156        1.189427777304043e-12     
15000.00000000222         104999.9999998283         -3.321670345838024        59999.99999991527         26249.99999999801           -1.53829335961972e-12     -1.699736783329343e-13    102290.0854891333         102290.0854891333         75551.40765059998         1760.680627486593         1.139108423893557e-12     
15000.00000000219         104999.9999998221         -3.321670345838198        59999.99999991213         26249.99999999776           -1.538339307835638e-12    -1.735853850634794e-13    102290.0854891329         102290.0854891329         71315.98377824554         5313.096485640193         1.08153646067816e-12      
15000.00000000206         104999.9999998025         -3.321670345838742        59999.99999990231         26249.99999999698           -1.538561929468343e-12    -1.707773374692936e-13    102290.0854891313         102290.0854891313         66512.68009392962         8822.286473250912         1.015157270787046e-12     
15000.000000002           104999.9999997896         -3.321670345839103        59999.99999989578         26249.99999999647           -1.548038967619136e-12    -1.091047971420845e-13    102290.0854891303         102290.0854891303         61884.92565578392         11765.3880291819          9.491040723385155e-13     
15000.00000000182         104999.9999997506         -3.321670345840187        59999.99999987621         26249.99999999498           -1.577783892224343e-12    3.597018180937463e-14     102290.0854891274         102290.0854891274         56754.76448463753         14592.18119786221         8.702883507671632e-13     
15000.00000000176         104999.9999997366         -3.321670345840575        59999.99999986919         26249.99999999447           -1.592393442813099e-12    8.967094284720577e-14     102290.0854891264         102290.0854891264         52172.51855775416         16767.69109092284         7.974927519792745e-13     
15000.00000000162         104999.9999996974         -3.321670345841666        59999.9999998495          26249.99999999302           -1.622089860852262e-12    1.72371073517838e-13      102290.0854891236         102290.0854891236         47175.91840231406         18791.47622432559         7.164376844206237e-13     
15000.00000000158         104999.999999684          -3.321670345842036        59999.9999998428          26249.99999999252           -1.635661912361444e-12    2.050208142790086e-13     102290.0854891226         102290.0854891226         42747.62525620798         20295.07235311735         6.428751124935249e-13     
15000.00000000133         104999.9999996532         -3.321670345842897        59999.99999982726         26249.99999999121           -1.677865993435628e-12    2.860641223557791e-13     102290.0854891201         102290.0854891201         37978.43357169694         21617.0246690067          5.625067836133707e-13     
15000.00000000093         104999.9999996314         -3.321670345843511        59999.99999981616         26249.99999998993           -1.599741036152391e-12    1.747269705144331e-13     102290.0854891176         102290.0854891176         33275.75894802723         22619.39083108283         4.817708307489883e-13     
