sat.Earth.RadPer          sat.Earth.RadApo          sat.Earth.Energy          sat.Earth.SMA             sat.Earth.SemilatusRectum   sat.EarthMJ2000Eq.HX      sat.EarthMJ2000Eq.HY      sat.EarthMJ2000Eq.HZ      sat.Earth.HMAG            sat.EarthMJ2000Eq.X       sat.EarthMJ2000Eq.Y       sat.EarthMJ2000Eq.Z       
11000.0000000014          44000.00000009691         -7.2472807545325          27500.00000004916         17600.00000000956           7.345049419968849e-14     -2.206793251903896e-13    83757.79229662044         83757.79229662044         -4236.023157600751        -20838.73829348872        -5.118975312619505e-14    
11000.0000000013          44000.00000009979         -7.247280754532134        27500.00000005055         17600.00000000964           1.234141659187301e-13     -2.282982765734026e-13    83757.79229662064         83757.79229662064         -2743.871090104999        -22299.97431415172        -5.673995232285872e-14    
11000.0000000012          44000.00000010244         -7.247280754531799        27500.00000005182         17600.00000000973           3.46989396465393e-13      -2.480958318326211e-13    83757.79229662086         83757.79229662086         -1095.218437046629        -23716.07696703129        -6.571126706613972e-14    
11000.00000000112         44000.00000010474         -7.247280754531506        27500.00000005293         17600.00000000981           2.10171229571334e-13      -2.428270587858321e-13    83757.79229662105         83757.79229662105         711.4244547072659         -25070.55776818654        -7.446866239350006e-14    
11000.00000000106         44000.00000010669         -7.247280754531257        27500.00000005387         17600.00000000989           3.408978216130564e-13     -2.343449464342206e-13    83757.79229662124         83757.79229662124         2677.852955490243         -26346.44041880183        -8.461337403336855e-14    
11000.00000000103         44000.00000010832         -7.247280754531045        27500.00000005468         17600.00000000999           2.685135610890701e-13     -2.438356870213196e-13    83757.79229662147         83757.79229662147         4804.805213286649         -27524.7221807417         -9.553337882681747e-14    
11000.00000000102         44000.00000010968         -7.247280754530869        27500.00000005535         17600.00000001008           1.900592937128243e-13     -2.63790110879725e-13     83757.79229662167         83757.79229662167         7090.194090847562         -28583.35167183988        -1.061102799432384e-13    
11000.00000000103         44000.00000011078         -7.247280754530723        27500.0000000559          17600.00000001018           3.260183742928054e-13     -2.254259870637644e-13    83757.7922966219          83757.7922966219          9527.442703608418         -29496.96516377397        -1.164727913825511e-13    
11000.00000000104         44000.00000011166         -7.247280754530604        27500.00000005635         17600.00000001026           6.423447441659239e-13     -1.224751944209317e-13    83757.79229662211         83757.79229662211         12103.77987853827         -30237.20138244304        -1.370392675457708e-13    
11000.00000000107         44000.00000011236         -7.247280754530508        27500.00000005672         17600.00000001036           7.738651319927994e-13     -6.667978546299615e-14    83757.79229662234         83757.79229662234         14799.8561244905          -30773.84882864004        -1.61239759080449e-13     
11000.00000000111         44000.00000011296         -7.247280754530424        27500.00000005704         17600.00000001046           1.138109116514238e-12     1.190502971930542e-13     83757.79229662259         83757.79229662259         17589.40120573296         -31076.0103171269         -1.948361955941965e-13    
11000.00000000116         44000.00000011348         -7.247280754530349        27500.00000005732         17600.00000001056           1.220172070586452e-12     1.683786803405831e-13     83757.79229662284         83757.79229662284         20440.49838211355         -31113.30922188423        -2.352271561449399e-13    
11000.00000000126         44000.00000011418         -7.247280754530244        27500.00000005772         17600.00000001074           1.183718350027004e-12     1.433117604254435e-13     83757.79229662326         83757.79229662326         23395.11216554701         -30844.92103500368        -2.778581311595301e-13    
11000.00000000135         44000.00000011468         -7.247280754530165        27500.00000005802         17600.00000001091           1.302136975169676e-12     2.409297425440991e-13     83757.79229662365         83757.79229662365         26257.81625100879         -30254.90227077812        -3.211876396835108e-13    
11000.0000000015          44000.00000011531         -7.247280754530063        27500.0000000584          17600.00000001113           9.606367473927218e-13     -7.055433589433057e-14    83757.79229662419         83757.79229662419         29086.66500472194         -29299.89201390151        -3.582825294532471e-13    
11000.00000000166         44000.00000011591         -7.247280754529964        27500.00000005878         17600.0000000114            9.721760367291916e-13     -5.491591769277987e-14    83757.79229662483         83757.79229662483         31761.19114845544         -27975.52978431781        -3.869940925467466e-13    
11000.00000000187         44000.0000001165          -7.247280754529858        27500.00000005918         17600.00000001172           9.162565252243033e-13     -1.14537810644273e-13     83757.79229662559         83757.79229662559         34224.27507184492         -26270.61549352606        -4.103163800789427e-13    
11000.00000000215         44000.00000011711         -7.24728075452974         27500.00000005963         17600.00000001213           7.8853555895952e-13       -2.930241413016462e-13    83757.79229662656         83757.79229662656         36403.67485279406         -24188.35496268033        -4.273436901716071e-13    
11000.00000000251         44000.00000011778         -7.247280754529605        27500.00000006014         17600.00000001263           7.430183070328282e-13     -3.671198436269335e-13    83757.79229662774         83757.79229662774         38228.29899710795         -21742.77616733286        -4.344256168940064e-13    
11000.00000000293         44000.00000011859         -7.247280754529442        27500.00000006076         17600.00000001323           6.886163661576914e-13     -4.637187526656604e-13    83757.79229662918         83757.79229662918         39625.34068323708         -18970.01631228002        -4.308066082214674e-13    
11000.00000000339         44000.00000011965         -7.247280754529243        27500.00000006152         17600.0000000139            7.187483057270296e-13     -3.942999506922693e-13    83757.79229663077         83757.79229663077         40530.59183378507         -15937.66073051314        -4.228324562974767e-13    
11000.0000000038          44000.00000012096         -7.247280754529015        27500.00000006238         17600.00000001454           7.664241863784003e-13     -2.529219346671305e-13    83757.79229663231         83757.79229663231         40906.0210918903          -12735.92385014563        -4.127682629317805e-13    
11000.00000000416         44000.00000012261         -7.247280754528749        27500.00000006339         17600.00000001514           7.663646462704216e-13     -2.54052804060939e-13     83757.79229663374         83757.79229663374         40745.53803816675         -9454.505020409577        -4.014896099226874e-13    
11000.00000000446         44000.00000012459         -7.24728075452845         27500.00000006452         17600.00000001566           7.590790186087347e-13     -2.86943027317857e-13     83757.79229663496         83757.79229663496         40065.76565175883         -6171.993618241708        -3.842519211844417e-13    
11000.00000000463         44000.00000012689         -7.247280754528125        27500.00000006576         17600.00000001608           7.550251933128626e-13     -3.187461805063508e-13    83757.79229663596         83757.79229663596         38899.14160650349         -2962.034667056964        -3.619241662966331e-13    
11000.00000000469         44000.00000012919         -7.247280754527814        27500.00000006694         17600.00000001633           7.542044919662326e-13     -3.308696893288954e-13    83757.79229663656         83757.79229663656         37310.38362401006         76.5143902989127          -3.356624125680703e-13    
11000.0000000046          44000.00000013157         -7.247280754527511        27500.00000006809         17600.00000001642           7.53830486587538e-13      -3.275711970582172e-13    83757.79229663676         83757.79229663676         35361.60611517052         2898.335676946233         -3.069236276679452e-13    
11000.00000000439         44000.00000013447         -7.247280754527157        27500.00000006943         17600.00000001639           7.574637728232139e-13     -3.561901899655342e-13    83757.79229663669         83757.79229663669         33115.11496168003         5468.881534228727         -2.762195293046387e-13    
11000.00000000405         44000.00000013869         -7.247280754526647        27500.00000007137         17600.00000001629           7.765515081534902e-13     -4.557110348495109e-13    83757.79229663646         83757.79229663646         30636.21590563737         7759.412500569286         -2.418228705628547e-13    
11000.00000000355         44000.00000014547         -7.247280754525818        27500.00000007451         17600.00000001619           7.537681671861063e-13     -3.698483078549546e-13    83757.79229663622         83757.79229663622         27995.63082967411         9746.928267447871         -2.089039113069579e-13    
11000.00000000338         44000.00000014858         -7.247280754525432        27500.00000007598         17600.00000001621           7.36523203543845e-13      -3.20147824506897e-13     83757.79229663627         83757.79229663627         25584.34855037667         11241.43437946587         -1.820074905985187e-13    
11000.00000000277         44000.00000015986         -7.247280754524025        27500.00000008132         17600.00000001633           6.550734385267223e-13     -1.515196323245082e-13    83757.79229663656         83757.79229663656         22905.45112855194         12601.36619410074         -1.563484172659545e-13    
11000.00000000254         44000.00000016458         -7.247280754523433        27500.00000008356         17600.00000001643           7.545542907191024e-13     -3.221405761010423e-13    83757.79229663679         83757.79229663679         20531.84152368343         13572.57232045602         -1.327651141065441e-13    
11000.00000000187         44000.00000018021         -7.247280754521462        27500.00000009104         17600.00000001681           7.558669514692573e-13     -3.270897574302892e-13    83757.79229663769         83757.79229663769         17958.75990675113         14397.88359463224         -1.058412907901152e-13    
11000.0000000016          44000.00000018682         -7.247280754520627        27500.00000009421         17600.00000001699           7.236734548314745e-13     -2.873384250475201e-13    83757.79229663812         83757.79229663812         15695.57747909507         14937.92596489773         -8.436507775438662e-14    
11000.00000000087         44000.00000020547         -7.247280754518266        27500.00000010317         17600.00000001753           7.533351323803284e-13     -3.167160099667274e-13    83757.79229663941         83757.79229663941         13289.98127331733         15325.87490475466         -6.158065669300659e-14    
11000.00000000086         44000.00000020541         -7.247280754518275        27500.00000010313         17600.00000001752           7.721610165095293e-13     -3.327326583258872e-13    83757.7922966394          83757.7922966394          12591.85772184895         15402.65704524729         -5.489608200291178e-14    
