sat.Earth.RadPer          sat.Earth.RadApo          sat.Earth.Energy          sat.Earth.SMA             sat.Earth.SemilatusRectum   sat.EarthMJ2000Eq.HX      sat.EarthMJ2000Eq.HY      sat.EarthMJ2000Eq.HZ      sat.Earth.HMAG            sat.EarthMJ2000Eq.X       sat.EarthMJ2000Eq.Y       sat.EarthMJ2000Eq.Z       
48000.00000003498         72000.00000004705         -3.321670345831063        60000.00000004102         57600.00000004025           7.639755494892597e-11     -107143.3279080318        107143.3279080318         151523.5474453263         -45809.97802036311        10438.50684781789         10438.50684781793         
48000.00000003495         72000.00000005172         -3.321670345830935        60000.00000004333         57600.00000004171           7.639755494892597e-11     -107143.3279080332        107143.3279080331         151523.5474453282         -47369.60687838276        6812.077045696344         6812.07704569638          
48000.00000003515         72000.00000005544         -3.321670345830825        60000.0000000453          57600.00000004306           7.457856554538012e-11     -107143.3279080344        107143.3279080344         151523.54744533           -48448.76707713978        3093.188603055714         3093.188603055749         
48000.00000003564         72000.00000005837         -3.321670345830731        60000.000000047           57600.00000004435           7.253220246639103e-11     -107143.3279080356        107143.3279080356         151523.5474453317         -49037.91614313427        -692.4465005332245        -692.4465005331915        
48000.00000003642         72000.00000006032         -3.321670345830656        60000.00000004837         57600.00000004552           7.639755494892597e-11     -107143.3279080367        107143.3279080367         151523.5474453332         -49128.93223717468        -4518.187383315512        -4518.18738331548         
48000.00000003749         72000.00000006131         -3.321670345830599        60000.0000000494          57600.00000004661           7.275957614183426e-11     -107143.3279080377        107143.3279080377         151523.5474453346         -48715.43786251245        -8356.239211201619        -8356.23921120159         
48000.00000003879         72000.00000006144         -3.321670345830559        60000.00000005012         57600.0000000476            6.184563972055912e-11     -107143.3279080386        107143.3279080386         151523.5474453359         -47793.19045854593        -12177.6534751152         -12177.65347511518        
48000.00000004029         72000.00000006103         -3.321670345830529        60000.00000005066         57600.00000004855           5.820766091346741e-11     -107143.3279080395        107143.3279080395         151523.5474453372         -46360.6618235103         -15951.89655213855        -15951.89655213853        
48000.00000004192         72000.00000005994         -3.321670345830514        60000.00000005093         57600.00000004939           6.548361852765083e-11     -107143.3279080403        107143.3279080402         151523.5474453383         -44419.47463391216        -19647.35648748375        -19647.35648748374        
48000.0000000436          72000.00000005857         -3.321670345830505        60000.00000005109         57600.00000005016           6.548361852765083e-11     -107143.327908041         107143.327908041          151523.5474453393         -41974.816610649          -23231.43892056159        -23231.43892056157        
48000.00000004529         72000.00000005703         -3.321670345830501        60000.00000005116         57600.00000005085           7.275957614183426e-11     -107143.3279080417        107143.3279080416         151523.5474453402         -39035.83895754828        -26670.74528290565        -26670.74528290563        
48000.00000004693         72000.00000005547         -3.321670345830499        60000.0000000512          57600.00000005154           8.003553375601768e-11     -107143.3279080423        107143.3279080423         151523.5474453411         -35615.88897314088        -29931.42392706437        -29931.42392706436        
48000.00000004849         72000.00000005402         -3.321670345830496        60000.00000005125         57600.00000005223           8.003553375601768e-11     -107143.3279080429        107143.3279080429         151523.547445342          -31732.8200756943         -32979.36167029708        -32979.36167029706        
48000.00000004997         72000.00000005281         -3.321670345830488        60000.00000005139         57600.00000005287           8.003553375601768e-11     -107143.3279080435        107143.3279080435         151523.5474453429         -27409.15915171157        -35780.51103344351        -35780.51103344349        
48000.0000000513          72000.0000000517          -3.321670345830482        60000.00000005151         57600.00000005349           9.458744898438454e-11     -107143.3279080441        107143.3279080441         151523.5474453437         -22672.60469250428        -38301.01422443472        -38301.0142244347         
48000.00000005252         72000.00000005089         -3.321670345830471        60000.0000000517          57600.00000005408           8.731149137020111e-11     -107143.3279080447        107143.3279080447         151523.5474453445         -17556.30390715355        -40507.59911285058        -40507.59911285057        
48000.00000005368         72000.00000005032         -3.321670345830455        60000.000000052           57600.00000005472           6.912159733474255e-11     -107143.3279080453        107143.3279080452         151523.5474453453         -12099.13119193555        -42368.00393666988        -42368.00393666988        
48000.00000005472         72000.00000004997         -3.321670345830436        60000.00000005234         57600.00000005537           6.912159733474255e-11     -107143.3279080459        107143.3279080458         151523.5474453462         -6346.359813838831        -43851.37464707441        -43851.37464707442        
48000.00000005573         72000.00000004984         -3.321670345830411        60000.00000005279         57600.00000005608           7.09405867382884e-11      -107143.3279080465        107143.3279080465         151523.5474453471         -349.6315873300174        -44929.02814586076        -44929.02814586078        
48000.00000005573         72000.00000004985         -3.321670345830411        60000.00000005279         57600.00000005605           6.912159733474255e-11     -107143.3279080465        107143.3279080465         151523.5474453471         -27.82926024798291        -44974.07306068204        -44974.07306068206        
