sat4.Earth.SMA	sat4.Earth.ECC	sat4.Earth.RadPer	sat4.Earth.Energy	sat4.Earth.HMAG	sat4.Earth.RMAG	sat4.EarthMJ2000Eq.VMAG	sat4.Earth.TA	sat4.EarthMJ2000Eq.FPA	Column1
684016.5232	0.961608691	26260.28953	-0.291367553	143292.9525	1154972.983	0.327869263	173.4853494	22.23467344	
684110.2048	0.961467728	26360.32042	-0.291327654	143560.4509	1155791.415	0.327244999	173.488017	22.30653318	
684203.712	0.961326126	26460.80807	-0.291287839	143828.6307	1156607.867	0.326622146	173.4906935	22.37871652	
684297.0448	0.961183885	26561.75302	-0.29124811	144097.4889	1157422.342	0.3260007	173.4933793	22.4512244	
684390.2032	0.961041003	26663.15576	-0.291208465	144367.0226	1158234.841	0.325380657	173.4960749	22.52405778	
684483.1871	0.960897481	26765.01678	-0.291168906	144637.2287	1159045.368	0.324762015	173.4987806	22.59721759	
684575.9967	0.960753318	26867.33658	-0.291129432	144908.1043	1159853.922	0.32414477	173.501497	22.67070479	
684668.6318	0.960608513	26970.11563	-0.291090042	145179.6463	1160660.507	0.323528919	173.5042244	22.74452033	
684761.0927	0.960463066	27073.3544	-0.291050737	145451.8516	1161465.124	0.32291446	173.5069632	22.81866516	
684853.3793	0.960316976	27177.05334	-0.291011517	145724.7173	1162267.776	0.322301387	173.5097139	22.89314024	
684945.4917	0.960170242	27281.2129	-0.290972381	145998.2402	1163068.462	0.3216897	173.5124769	22.96794652	
685037.4301	0.960022865	27385.83352	-0.29093333	146272.4173	1163867.187	0.321079395	173.5152526	23.04308496	
685129.1944	0.959874844	27490.91562	-0.290894363	146547.2453	1164663.951	0.320470468	173.5180414	23.11855652	
685220.7849	0.959726178	27596.45961	-0.290855481	146822.7213	1165458.756	0.319862918	173.5208437	23.19436216	
685312.2016	0.959576868	27702.46591	-0.290816682	147098.8421	1166251.604	0.31925674	173.52366	23.27050284	
685403.4447	0.959426911	27808.9349	-0.290777968	147375.6046	1167042.497	0.318651934	173.5264907	23.34697952	
685494.5143	0.959276309	27915.86698	-0.290739337	147653.0054	1167831.435	0.318048495	173.5293362	23.42379318	
685585.4106	0.95912506	28023.26252	-0.29070079	147931.0416	1168618.422	0.317446421	173.5321968	23.50094478	
685676.1337	0.958973165	28131.12187	-0.290662327	148209.7099	1169403.459	0.31684571	173.5350731	23.57843528	
685766.6839	0.958820622	28239.4454	-0.290623948	148489.0071	1170186.547	0.316246359	173.5379654	23.65626567	
685857.0613	0.958667432	28348.23345	-0.290585651	148768.9299	1170967.688	0.315648366	173.5408742	23.7344369	
685947.2662	0.958513595	28457.48634	-0.290547438	149049.4751	1171746.883	0.315051728	173.5437998	23.81294996	
686037.2988	0.958359109	28567.20439	-0.290509308	149330.6395	1172524.135	0.314456443	173.5467428	23.89180581	
686127.1592	0.958203975	28677.38793	-0.29047126	149612.4198	1173299.445	0.313862508	173.5497034	23.97100544	
686216.8477	0.958048192	28788.03723	-0.290433296	149894.8127	1174072.814	0.313269922	173.5526821	24.05054982	
686306.3647	0.957891761	28899.1526	-0.290395414	150177.815	1174844.244	0.312678682	173.5556793	24.13043993	
686395.7102	0.95773468	29010.73431	-0.290357614	150461.4233	1175613.736	0.312088785	173.5586955	24.21067675	
686484.8847	0.95757695	29122.78262	-0.290319897	150745.6342	1176381.293	0.31150023	173.561731	24.29126127	
686573.8884	0.95741857	29235.29779	-0.290282261	151030.4446	1177146.915	0.310913016	173.5647862	24.37219445	
686662.7216	0.957259541	29348.28005	-0.290244707	151315.8509	1177910.604	0.310327138	173.5678617	24.4534773	
686751.3846	0.957099861	29461.72965	-0.290207235	151601.8499	1178672.362	0.309742597	173.5709576	24.53511079	
686839.8777	0.956939532	29575.64679	-0.290169845	151888.4382	1179432.189	0.30915939	173.5740746	24.61709591	
686928.2013	0.956778552	29690.03169	-0.290132535	152175.6123	1180190.089	0.308577514	173.5772129	24.69943365	
687016.3557	0.956616921	29804.88453	-0.290095307	152463.369	1180946.061	0.307996969	173.5803731	24.782125	
687104.3412	0.956454641	29920.20552	-0.29005816	152751.7047	1181700.107	0.307417753	173.5835554	24.86517095	
687192.1581	0.956291709	30035.99481	-0.290021093	153040.616	1182452.23	0.306839863	173.5867604	24.94857248	
687279.807	0.956128127	30152.25257	-0.289984107	153330.0996	1183202.429	0.306263299	173.5899883	25.03233059	
687367.2881	0.955963894	30268.97895	-0.2899472	153620.1519	1183950.707	0.305688058	173.5932397	25.11644628	
687454.6018	0.95579901	30386.17409	-0.289910374	153910.7695	1184697.065	0.30511414	173.5965149	25.20092054	
687541.7486	0.955633475	30503.8381	-0.289873628	154201.9489	1185441.504	0.304541542	173.5998143	25.28575436	
687628.7288	0.95546729	30621.9711	-0.289836961	154493.6866	1186184.026	0.303970263	173.6031384	25.37094874	
687715.5428	0.955300453	30740.57319	-0.289800373	154785.9791	1186924.631	0.303400302	173.6064875	25.45650468	
687802.1911	0.955132966	30859.64446	-0.289763864	155078.8229	1187663.322	0.302831658	173.609862	25.54242317	
687888.6742	0.954964828	30979.18499	-0.289727434	155372.2145	1188400.1	0.302264329	173.6132624	25.62870522	
687974.9924	0.954796039	31099.19483	-0.289691083	155666.1504	1189134.965	0.301698313	173.616689	25.71535182	
688061.1462	0.954626599	31219.67405	-0.28965481	155960.6269	1189867.919	0.301133611	173.6201423	25.80236397	
688147.1361	0.954456509	31340.62267	-0.289618615	156255.6405	1190598.964	0.300570221	173.6236226	25.88974268	
688232.9626	0.954285769	31462.04072	-0.289582498	156551.1877	1191328.1	0.300008141	173.6271303	25.97748895	
688318.6262	0.954114378	31583.92822	-0.289546459	156847.2649	1192055.329	0.29944737	173.6306659	26.06560377	
688404.1272	0.953942337	31706.28516	-0.289510497	157143.8684	1192780.652	0.298887909	173.6342297	26.15408815	
688489.4664	0.953769646	31829.11154	-0.289474611	157440.9947	1193504.07	0.298329755	173.6378222	26.2429431	
688574.644	0.953596306	31952.40733	-0.289438803	157738.6401	1194225.585	0.297772907	173.6414436	26.33216962	
688659.6608	0.953422315	32076.17249	-0.289403071	158036.801	1194945.197	0.297217366	173.6450946	26.42176871	
688744.5171	0.953247676	32200.40697	-0.289367415	158335.4739	1195662.908	0.296663131	173.6487753	26.51174137	
688829.2136	0.953072387	32325.11071	-0.289331836	158634.6549	1196378.719	0.296110199	173.6524862	26.60208862	
688913.7507	0.95289645	32450.28362	-0.289296331	158934.3405	1197092.63	0.295558572	173.6562278	26.69281146	
688998.1291	0.952719863	32575.92563	-0.289260903	159234.527	1197804.644	0.295008247	173.6600004	26.7839109	
689082.3492	0.952542629	32702.03662	-0.289225549	159535.2107	1198514.761	0.294459226	173.6638043	26.87538793	
689166.4117	0.952364747	32828.61648	-0.28919027	159836.3879	1199222.983	0.293911506	173.6676401	26.96724357	
689250.3172	0.952186217	32955.66508	-0.289155066	160138.0549	1199929.31	0.293365088	173.671508	27.05947882	
689334.0662	0.95200704	33083.18228	-0.289119935	160440.208	1200633.743	0.292819972	173.6754085	27.15209469	
689417.6593	0.951827216	33211.16791	-0.289084879	160742.8435	1201336.284	0.292276156	173.679342	27.24509218	
689501.0971	0.951646746	33339.62182	-0.289049897	161045.9576	1202036.933	0.291733641	173.6833088	27.33847231	
689584.3802	0.951465629	33468.54382	-0.289014987	161349.5467	1202735.692	0.291192425	173.6873094	27.43223607	
689667.5093	0.951283868	33597.9337	-0.288980151	161653.6068	1203432.562	0.29065251	173.6913441	27.52638448	
689750.4849	0.951101461	33727.79126	-0.288945387	161958.1344	1204127.543	0.290113895	173.6954133	27.62091853	
689833.3077	0.950918409	33858.11628	-0.288910696	162263.1255	1204820.637	0.289576579	173.6995174	27.71583924	
689915.9784	0.950734713	33988.90852	-0.288876076	162568.5765	1205511.844	0.289040563	173.7036568	27.8111476	
689998.4975	0.950550374	34120.16772	-0.288841529	162874.4836	1206201.166	0.288505846	173.7078318	27.90684463	
690080.8658	0.950365391	34251.89361	-0.288807052	163180.8428	1206888.604	0.287972429	173.7120429	28.00293133	
690163.0838	0.950179767	34384.08593	-0.288772647	163487.6505	1207574.158	0.287440311	173.7162905	28.09940869	
690245.1523	0.9499935	34516.74438	-0.288738313	163794.9028	1208257.829	0.286909493	173.7205749	28.19627773	
690327.072	0.949806592	34649.86864	-0.288704049	164102.5959	1208939.619	0.286379975	173.7248965	28.29353945	
690408.8434	0.949619043	34783.4584	-0.288669855	164410.7259	1209619.528	0.285851756	173.7292556	28.39119484	
690490.4673	0.949430854	34917.51333	-0.288635731	164719.2891	1210297.557	0.285324838	173.7336528	28.48924491	
690571.9444	0.949242026	35052.03306	-0.288601676	165028.2815	1210973.707	0.284799221	173.7380882	28.58769066	
690653.2755	0.949052559	35187.01724	-0.288567691	165337.6992	1211647.98	0.284274904	173.7425625	28.68653309	
690734.461	0.948862454	35322.46549	-0.288533774	165647.5385	1212320.374	0.283751888	173.7470758	28.78577319	
690815.5019	0.948671711	35458.37742	-0.288499925	165957.7955	1212990.893	0.283230174	173.7516286	28.88541196	
690896.3989	0.948480333	35594.75261	-0.288466145	166268.4662	1213659.536	0.282709763	173.7562212	28.98545039	
690977.1525	0.948288318	35731.59066	-0.288432432	166579.5467	1214326.304	0.282190654	173.7608541	29.08588949	
691057.7637	0.948095669	35868.89112	-0.288398787	166891.0332	1214991.199	0.281672848	173.7655276	29.18673024	
691138.2331	0.947902385	36006.65354	-0.288365209	167202.9218	1215654.22	0.281156346	173.770242	29.28797364	
691218.5614	0.947708468	36144.87745	-0.288331697	167515.2085	1216315.369	0.280641148	173.7749978	29.38962067	
691298.7494	0.947513919	36283.56238	-0.288298252	167827.8894	1216974.647	0.280127256	173.7797954	29.49167232	
691378.7979	0.947318738	36422.70784	-0.288264872	168140.9606	1217632.053	0.279614669	173.784635	29.59412959	
691458.7076	0.947122926	36562.31331	-0.288231558	168454.4181	1218287.59	0.279103389	173.7895171	29.69699344	
691538.4793	0.946926484	36702.37827	-0.28819831	168768.258	1218941.258	0.278593417	173.7944421	29.80026488	
691618.1137	0.946729414	36842.90219	-0.288165126	169082.4763	1219593.057	0.278084754	173.7994103	29.90394487	
691697.6117	0.946531716	36983.8845	-0.288132007	169397.0691	1220242.989	0.277577399	173.804422	30.0080344	
691776.9739	0.946333391	37125.32464	-0.288098951	169712.0324	1220891.053	0.277071355	173.8094777	30.11253445	
691856.2013	0.94613444	37267.22203	-0.28806596	170027.3622	1221537.252	0.276566623	173.8145777	30.21744598	
691935.2946	0.945934864	37409.57607	-0.288033032	170343.0545	1222181.584	0.276063202	173.8197223	30.32276998	
692014.2545	0.945734664	37552.38614	-0.288000167	170659.1054	1222824.052	0.275561096	173.8249121	30.4285074	
692093.0819	0.945533841	37695.65162	-0.287967364	170975.5108	1223464.656	0.275060304	173.8301472	30.53465923	
692171.7776	0.945332397	37839.37186	-0.287934624	171292.2668	1224103.396	0.274560828	173.8354281	30.64122642	
692250.3424	0.945130332	37983.54621	-0.287901946	171609.3693	1224740.274	0.274062669	173.8407551	30.74820993	
692328.7771	0.944927648	38128.17399	-0.287869329	171926.8144	1225375.289	0.273565829	173.8461286	30.85561073	
692407.0826	0.944724346	38273.25452	-0.287836774	172244.5979	1226008.442	0.273070309	173.851549	30.96342977	
692485.2596	0.944520426	38418.78707	-0.287804279	172562.7159	1226639.735	0.272576109	173.8570165	31.071668	
692563.3089	0.944315891	38564.77095	-0.287771844	172881.1643	1227269.167	0.272083233	173.8625317	31.18032638	
692641.2315	0.944110741	38711.20541	-0.28773947	173199.9391	1227896.74	0.27159168	173.8680948	31.28940585	
692719.0281	0.943904977	38858.0897	-0.287707155	173519.0362	1228522.453	0.271101453	173.8737061	31.39890735	
692796.6997	0.943698602	39005.42306	-0.287674899	173838.4516	1229146.308	0.270612553	173.8793661	31.50883184	
692874.2469	0.943491615	39153.20469	-0.287642702	174158.1813	1229768.305	0.270124982	173.8850751	31.61918023	
692951.6708	0.943284019	39301.43382	-0.287610564	174478.2211	1230388.445	0.269638741	173.8908335	31.72995346	
693028.972	0.943075815	39450.10961	-0.287578483	174798.567	1231006.728	0.269153832	173.8966416	31.84115247	
693106.1516	0.942867004	39599.23126	-0.287546461	175119.2149	1231623.155	0.268670257	173.9024997	31.95277818	
693183.2103	0.942657587	39748.7979	-0.287514495	175440.1607	1232237.726	0.268188017	173.9084082	32.06483151	
693260.149	0.942447566	39898.80868	-0.287482586	175761.4004	1232850.442	0.267707115	173.9143675	32.17731338	
693336.9686	0.942236943	40049.26272	-0.287450734	176082.9298	1233461.304	0.267227552	173.9203779	32.29022469	
693413.6699	0.942025719	40200.15913	-0.287418938	176404.7448	1234070.311	0.26674933	173.9264398	32.40356636	
693490.2539	0.941813895	40351.49701	-0.287387198	176726.8414	1234677.465	0.266272451	173.9325534	32.51733929	
693566.7213	0.941601472	40503.27543	-0.287355513	177049.2155	1235282.766	0.265796917	173.9387192	32.63154438	
693643.0732	0.941388453	40655.49344	-0.287323882	177371.8628	1235886.214	0.26532273	173.9449376	32.74618253	
693719.3102	0.941174839	40808.1501	-0.287292307	177694.7793	1236487.81	0.264849892	173.9512087	32.86125462	
693795.4335	0.940960631	40961.24444	-0.287260785	178017.9609	1237087.555	0.264378406	173.9575331	32.97676153	
693871.4437	0.940745831	41114.77546	-0.287229317	178341.4035	1237685.448	0.263908272	173.9639109	33.09270415	
693947.3419	0.940530441	41268.74215	-0.287197902	178665.1028	1238281.491	0.263439494	173.9703427	33.20908334	
694023.1288	0.940314462	41423.14351	-0.28716654	178989.0549	1238875.683	0.262972074	173.9768286	33.32589999	
694098.8055	0.940097896	41577.97849	-0.287135231	179313.2554	1239468.026	0.262506014	173.9833692	33.44315494	
694174.3728	0.939880745	41733.24604	-0.287103974	179637.7003	1240058.519	0.262041317	173.9899646	33.56084906	
694249.8316	0.93966301	41888.9451	-0.287072768	179962.3855	1240647.164	0.261577984	173.9966152	33.67898319	
694325.1828	0.939444693	42045.07457	-0.287041613	180287.3067	1241233.96	0.261116018	174.0033214	33.79755818	
694400.4273	0.939225796	42201.63335	-0.28701051	180612.4598	1241818.907	0.260655421	174.0100835	33.91657487	
694475.5661	0.93900632	42358.62033	-0.286979457	180937.8407	1242402.008	0.260196197	174.0169018	34.03603409	
694550.6	0.938786268	42516.03436	-0.286948454	181263.4451	1242983.26	0.259738347	174.0237767	34.15593667	
694625.5299	0.938565641	42673.87431	-0.2869175	181589.2689	1243562.666	0.259281874	174.0307085	34.27628341	
694700.3568	0.938344441	42832.139	-0.286886596	181915.3079	1244140.225	0.258826781	174.0376976	34.39707515	
694775.0815	0.93812267	42990.82725	-0.286855741	182241.5579	1244715.939	0.258373069	174.0447442	34.51831267	
694849.7051	0.937900329	43149.93785	-0.286824934	182568.0148	1245289.806	0.257920743	174.0518487	34.63999678	
694924.2284	0.937677422	43309.46958	-0.286794175	182894.6743	1245861.828	0.257469805	174.0590114	34.76212826	
694998.6523	0.937453949	43469.42122	-0.286763464	183221.5323	1246432.004	0.257020256	174.0662327	34.88470791	
695072.9777	0.937229913	43629.79151	-0.286732799	183548.5845	1247000.336	0.256572101	174.0735129	35.00773649	
695147.2057	0.937005315	43790.57919	-0.286702182	183875.8268	1247566.823	0.256125342	174.0808522	35.13121477	
695221.337	0.936780158	43951.78296	-0.286671611	184203.2549	1248131.467	0.255679982	174.0882511	35.25514351	
695295.3727	0.936554444	44113.40152	-0.286641086	184530.8647	1248694.266	0.255236023	174.0957099	35.37952346	
695369.3136	0.936328175	44275.43357	-0.286610607	184858.6518	1249255.222	0.254793469	174.1032288	35.50435537	
695443.1608	0.936101352	44437.87775	-0.286580172	185186.6122	1249814.335	0.254352323	174.1108082	35.62963997	
695516.9151	0.935873978	44600.73272	-0.286549783	185514.7415	1250371.604	0.253912587	174.1184485	35.75537797	
695590.5774	0.935646056	44763.99711	-0.286519437	185843.0356	1250927.031	0.253474265	174.1261498	35.88157011	
695664.1487	0.935417587	44927.66952	-0.286489136	186171.4902	1251480.616	0.25303736	174.1339126	36.00821708	
695737.6299	0.935188573	45091.74857	-0.286458878	186500.1011	1252032.358	0.252601875	174.1417372	36.13531959	
695811.022	0.934959017	45256.23281	-0.286428663	186828.864	1252582.259	0.252167813	174.1496239	36.26287832	
695884.3259	0.934728921	45421.12082	-0.286398491	187157.7748	1253130.318	0.251735177	174.157573	36.39089395	
695957.5425	0.934498287	45586.41115	-0.286368361	187486.8291	1253676.536	0.25130397	174.1655848	36.51936715	
696030.6728	0.934267118	45752.1023	-0.286338273	187816.0227	1254220.912	0.250874196	174.1736596	36.64829858	
696103.7177	0.934035415	45918.1928	-0.286308226	188145.3514	1254763.448	0.250445859	174.1817978	36.77768889	
696176.6781	0.933803182	46084.68114	-0.286278221	188474.811	1255304.143	0.25001896	174.1899996	36.90753871	
696249.555	0.93357042	46251.56579	-0.286248256	188804.3971	1255842.997	0.249593505	174.1982653	37.03784868	
696322.3494	0.933337131	46418.84521	-0.286218331	189134.1055	1256380.012	0.249169495	174.2065953	37.16861942	
696395.062	0.93310332	46586.51784	-0.286188446	189463.9319	1256915.186	0.248746935	174.2149899	37.29985151	
696467.694	0.932868987	46754.5821	-0.286158601	189793.8722	1257448.521	0.248325829	174.2234494	37.43154557	
696540.2463	0.932634135	46923.03639	-0.286128794	190123.9219	1257980.015	0.247906178	174.2319741	37.56370218	
696612.7197	0.932398767	47091.87911	-0.286099026	190454.0769	1258509.671	0.247487988	174.2405642	37.6963219	
696685.1152	0.932162885	47261.10861	-0.286069296	190784.3329	1259037.487	0.247071262	174.2492201	37.8294053	
696757.4338	0.931926491	47430.72326	-0.286039604	191114.6855	1259563.464	0.246656003	174.2579421	37.96295292	
696829.6764	0.931689589	47600.72138	-0.28600995	191445.1306	1260087.602	0.246242215	174.2667305	38.0969653	
696901.8439	0.931452181	47771.1013	-0.285980332	191775.6638	1260609.901	0.245829901	174.2755856	38.23144297	
696973.9373	0.93121427	47941.8613	-0.285950751	192106.2808	1261130.362	0.245419066	174.2845077	38.36638642	
697045.9575	0.930975857	48112.99968	-0.285921206	192436.9774	1261648.984	0.245009713	174.293497	38.50179617	
697117.9055	0.930736947	48284.51468	-0.285891697	192767.7493	1262165.768	0.244601846	174.3025539	38.63767269	
697189.7821	0.930497541	48456.40457	-0.285862223	193098.5921	1262680.713	0.244195469	174.3116787	38.77401646	
697261.5884	0.930257642	48628.66756	-0.285832784	193429.5016	1263193.821	0.243790585	174.3208716	38.91082793	
697333.3253	0.930017253	48801.30186	-0.285803379	193760.4735	1263705.09	0.243387198	174.330133	39.04810754	
697404.9937	0.929776377	48974.30566	-0.285774009	194091.5035	1264214.522	0.242985313	174.3394631	39.18585574	
697476.5945	0.929535016	49147.67714	-0.285744672	194422.5873	1264722.115	0.242584933	174.3488623	39.32407292	
697548.1288	0.929293174	49321.41445	-0.285715369	194753.7205	1265227.872	0.242186062	174.3583307	39.46275949	
697619.5973	0.929050852	49495.51573	-0.285686098	195084.8989	1265731.79	0.241788704	174.3678688	39.60191584	
697691.0011	0.928808055	49669.97909	-0.28565686	195416.1181	1266233.871	0.241392863	174.3774768	39.74154234	
697762.3411	0.928564785	49844.80263	-0.285627654	195747.3739	1266734.115	0.240998544	174.3871549	39.88163934	
697833.6182	0.928321045	50019.98444	-0.28559848	196078.6618	1267232.522	0.24060575	174.3969035	40.02220718	
697904.8333	0.928076838	50195.52258	-0.285569337	196409.9777	1267729.091	0.240214485	174.4067228	40.1632462	
697975.9874	0.927832166	50371.41509	-0.285540225	196741.3172	1268223.823	0.239824754	174.4166131	40.30475669	
698047.0815	0.927587033	50547.66	-0.285511144	197072.6759	1268716.718	0.239436561	174.4265747	40.44673896	
698118.1164	0.927341442	50724.25532	-0.285482093	197404.0496	1269207.775	0.239049909	174.4366079	40.58919327	
698189.0931	0.927095396	50901.19903	-0.285453071	197735.4338	1269696.996	0.238664804	174.4467129	40.73211988	
698260.0124	0.926848898	51078.48912	-0.285424079	198066.8243	1270184.38	0.238281249	174.45689	40.87551905	
698330.8754	0.926601951	51256.12353	-0.285395115	198398.2168	1270669.927	0.237899249	174.4671395	41.01939098	
698401.683	0.926354559	51434.10019	-0.285366181	198729.6069	1271153.637	0.237518808	174.4774617	41.16373591	
698472.436	0.926106723	51612.41703	-0.285337274	199060.9902	1271635.51	0.23713993	174.4878568	41.308554	
698543.1354	0.925858448	51791.07194	-0.285308395	199392.3625	1272115.546	0.23676262	174.4983252	41.45384544	
698613.7821	0.925609737	51970.06279	-0.285279543	199723.7194	1272593.746	0.236386882	174.5088669	41.59961038	
698684.3771	0.925360593	52149.38745	-0.285250719	200055.0565	1273070.108	0.23601272	174.5194824	41.74584895	
698754.9212	0.925111019	52329.04376	-0.285221921	200386.3695	1273544.634	0.235640139	174.5301719	41.89256128	
698825.4154	0.924861019	52509.02954	-0.285193149	200717.6541	1274017.323	0.235269144	174.5409357	42.03974746	
698895.8605	0.924610596	52689.3426	-0.285164403	201048.9058	1274488.175	0.234899738	174.551774	42.18740757	
698966.2576	0.924359752	52869.98072	-0.285135682	201380.1205	1274957.19	0.234531926	174.5626871	42.33554167	
699036.6074	0.924108493	53050.94166	-0.285106987	201711.2936	1275424.368	0.234165714	174.5736752	42.4841498	
699106.911	0.92385682	53232.22318	-0.285078316	202042.4208	1275889.71	0.233801105	174.5847386	42.63323198	
699177.1692	0.923604738	53413.82299	-0.285049669	202373.4979	1276353.214	0.233438104	174.5958776	42.78278822	
699247.383	0.92335225	53595.73882	-0.285021046	202704.5203	1276814.882	0.233076715	174.6070923	42.93281848	
699317.5531	0.923099359	53777.96835	-0.284992447	203035.4839	1277274.712	0.232716944	174.6183832	43.08332273	
699387.6806	0.922846068	53960.50925	-0.284963871	203366.3841	1277732.706	0.232358795	174.6297503	43.23430091	
699457.7664	0.922592383	54143.35918	-0.284935318	203697.2167	1278188.862	0.232002272	174.641194	43.38575293	
699527.8113	0.922338305	54326.51577	-0.284906786	204027.9772	1278643.181	0.23164738	174.6527145	43.53767868	
699597.8162	0.922083838	54509.97663	-0.284878277	204358.6613	1279095.663	0.231294124	174.6643121	43.69007805	
699667.782	0.921828987	54693.73936	-0.28484979	204689.2647	1279546.308	0.230942509	174.6759869	43.84295088	
699737.7097	0.921573754	54877.80154	-0.284821324	205019.7829	1279995.116	0.230592539	174.6877394	43.996297	
699807.6001	0.921318144	55062.16072	-0.284792878	205350.2116	1280442.086	0.230244219	174.6995696	44.15011621	
699877.4541	0.92106216	55246.81444	-0.284764454	205680.5463	1280887.218	0.229897554	174.7114778	44.3044083	
699947.2726	0.920805806	55431.76022	-0.284736049	206010.7828	1281330.513	0.229552549	174.7234643	44.45917303	
700017.0564	0.920549085	55616.99556	-0.284707664	206340.9167	1281771.971	0.229209209	174.7355293	44.61441013	
700086.8065	0.920292002	55802.51794	-0.284679298	206670.9435	1282211.591	0.228867537	174.747673	44.77011932	
700156.5237	0.92003456	55988.32482	-0.284650952	207000.8589	1282649.372	0.22852754	174.7598957	44.92630028	
700226.209	0.919776762	56174.41364	-0.284622624	207330.6584	1283085.316	0.228189223	174.7721976	45.08295268	
700295.8631	0.919518614	56360.78183	-0.284594314	207660.3378	1283519.422	0.227852589	174.7845789	45.24007616	
700365.487	0.919260118	56547.42679	-0.284566022	207989.8926	1283951.69	0.227517644	174.7970399	45.39767033	
700435.0815	0.919001279	56734.34591	-0.284537748	208319.3184	1284382.12	0.227184392	174.8095808	45.55573479	
700504.6475	0.9187421	56921.53654	-0.284509491	208648.6108	1284810.711	0.22685284	174.8222018	45.71426909	
700574.1859	0.918482586	57108.99604	-0.284481251	208977.7655	1285237.464	0.226522991	174.8349032	45.87327277	
700643.6975	0.91822274	57296.72173	-0.284453027	209306.778	1285662.378	0.226194851	174.8476851	46.03274536	
700713.1832	0.917962567	57484.71091	-0.28442482	209635.644	1286085.454	0.225868424	174.8605478	46.19268632	
700782.6438	0.91770207	57672.96088	-0.284396628	209964.359	1286506.69	0.225543717	174.8734915	46.35309513	
700852.0803	0.917441254	57861.4689	-0.284368451	210292.9186	1286926.088	0.225220732	174.8865164	46.51397122	
700921.4934	0.917180122	58050.23222	-0.28434029	210621.3185	1287343.646	0.224899476	174.8996227	46.67531399	
700990.884	0.91691868	58239.24807	-0.284312143	210949.5542	1287759.366	0.224579954	174.9128107	46.83712282	
701060.253	0.91665693	58428.51366	-0.284284011	211277.6214	1288173.245	0.224262171	174.9260805	46.99939706	
701129.6011	0.916394878	58618.02618	-0.284255893	211605.5156	1288585.286	0.223946131	174.9394324	47.16213604	
701198.9293	0.916132526	58807.7828	-0.284227788	211933.2324	1288995.486	0.22363184	174.9528665	47.32533904	
701268.2384	0.915869881	58997.78067	-0.284199697	212260.7675	1289403.847	0.223319303	174.9663831	47.48900534	
701337.5292	0.915606945	59188.01693	-0.284171618	212588.1163	1289810.367	0.223008525	174.9799824	47.65313418	
701406.8026	0.915343723	59378.48868	-0.284143553	212915.2745	1290215.048	0.222699511	174.9936646	47.81772476	
701476.0594	0.915080219	59569.19301	-0.284115499	213242.2377	1290617.887	0.222392266	175.0074299	47.98277626	
701545.3004	0.914816439	59760.12701	-0.284087458	213569.0015	1291018.887	0.222086795	175.0212784	48.14828784	
701614.5264	0.914552385	59951.28771	-0.284059428	213895.5614	1291418.045	0.221783103	175.0352104	48.3142586	
701683.7383	0.914288063	60142.67217	-0.284031409	214221.9131	1291815.363	0.221481196	175.0492261	48.48068765	
701752.9368	0.914023477	60334.27739	-0.284003401	214548.052	1292210.84	0.221181078	175.0633256	48.64757405	
701822.1229	0.913758631	60526.10037	-0.283975404	214873.9739	1292604.475	0.220882755	175.0775092	48.81491681	
701891.2973	0.913493531	60718.13807	-0.283947417	215199.6742	1292996.269	0.220586232	175.091777	48.98271495	
701960.4609	0.913228179	60910.38747	-0.28391944	215525.1486	1293386.221	0.220291513	175.1061292	49.15096742	
702029.6143	0.912962581	61102.84549	-0.283891472	215850.3926	1293774.332	0.219998605	175.120566	49.31967316	
702098.7585	0.912696742	61295.50905	-0.283863514	216175.4018	1294160.6	0.219707512	175.1350876	49.48883109	
702167.8943	0.912430666	61488.37505	-0.283835565	216500.1718	1294545.026	0.219418239	175.1496942	49.65844006	
702237.0224	0.912164357	61681.44037	-0.283807624	216824.6981	1294927.61	0.219130791	175.1643859	49.82849892	
702306.1437	0.911897821	61874.70185	-0.283779691	217148.9763	1295308.35	0.218845174	175.1791629	49.99900648	
702375.2589	0.911631061	62068.15635	-0.283751767	217473.0021	1295687.248	0.218561393	175.1940253	50.16996151	
702444.3688	0.911364083	62261.80068	-0.28372385	217796.7709	1296064.303	0.218279452	175.2089735	50.34136276	
702513.4742	0.911096891	62455.63164	-0.28369594	218120.2783	1296439.515	0.217999357	175.2240074	50.51320892	
702582.576	0.910829491	62649.64602	-0.283668038	218443.52	1296812.883	0.217721114	175.2391274	50.68549869	
702651.6748	0.910561886	62843.84056	-0.283640142	218766.4914	1297184.407	0.217444727	175.2543334	50.8582307	
702720.7715	0.910294082	63038.21201	-0.283612252	219089.1882	1297554.087	0.217170201	175.2696258	51.03140355	
702789.8668	0.910026083	63232.75709	-0.283584369	219411.6058	1297921.923	0.216897541	175.2850047	51.20501583	
702858.9615	0.909757895	63427.47251	-0.283556491	219733.7399	1298287.915	0.216626753	175.3004701	51.37906607	
702928.0563	0.909489521	63622.35494	-0.283528619	220055.5861	1298652.062	0.216357842	175.3160224	51.55355277	
702997.1521	0.909220968	63817.40105	-0.283500751	220377.1398	1299014.364	0.216090813	175.3316615	51.72847441	
703066.2496	0.90895224	64012.60749	-0.283472889	220698.3967	1299374.821	0.215825671	175.3473878	51.90382941	
703135.3496	0.908683341	64207.97087	-0.283445031	221019.3523	1299733.432	0.215562421	175.3632012	52.07961619	
