DefaultSC.Earth.SMA       DefaultSC.Earth.ECC       DefaultSC.Earth.SemilatusRectum   DefaultSC.EarthMJ2000Eq.INC   DefaultSC.EarthMJ2000Eq.AOP   DefaultSC.EarthMJ2000Eq.RAAN   DefaultSC.Earth.RMAG      DefaultSC.EarthMJ2000Eq.VMAG   DefaultSC.EarthMJ2000Eq.FPA   DefaultSC.Earth.TA        DefaultSC.Earth.MA        DefaultSC.Earth.EA        
30580.01403506242         0.3746157857762395        26288.50700440898                 37.59668433823298             45.92574525814965             65.17933894423658              27250.79774552107         4.027350273109493              68.8635231574624              95.40889941214748         52.56769011086624         73.10521202514506         
30580.07651604319         0.3746112464915953        26288.66471845402                 37.59690904508361             45.926735812771               65.17907095649711              28274.91209545302         3.893583440473972              68.40794648720282             100.808181851031          57.36677674735643         78.39138110552601         
30580.09806426232         0.3746060318981299        26288.80271500399                 37.59710560791465             45.92744947399419             65.17887970836628              29340.77470244151         3.759757218342151              68.11693321376022             106.1213919454708         62.45187480905032         83.7892440076407          
30580.08531541274         0.3746005022985983        26288.91844274386                 37.5972704705741              45.92788959149365             65.17875120802955              30441.88101772225         3.626705697413668              68.0018247654846              111.3572348464052         67.84726436870774         89.308730064816           
30580.04544488657         0.3745949891747762        26289.01047512005                 37.59740166430002             45.92807486720103             65.17867186761879              31570.1930134265          3.495287783466144              68.07523551845985             116.5239909802291         73.57628102654            94.95866478659272         
30579.98546041993         0.3745897766153298        26289.07832780385                 37.59749854849702             45.92803526247152             65.17862886837091              32715.74683121837         3.366424483784147              68.35084395332689             121.628709972777          79.65954777210435         100.7456108150149         
30579.91174128533         0.3745850906695511        26289.12230637215                 37.59756159479993             45.92780818597554             65.17861038103551              33866.48779051568         3.241111729902854              68.84290346952818             126.6772666635727         86.11372276034658         106.673498274987          
30579.82976754024         0.374581095476299         26289.14336206852                 37.59759218275872             45.92743502708472             65.17860570849498              35008.24678558498         3.12042502875837               69.56552172576556             131.6745694468139         92.95027165594435         112.7434237781414         
30579.74399797165         0.3745778946947974        26289.14295390552                 37.59759240461013             45.9269581740347              65.17860536507187              36124.87931080679         3.005516844212974              70.53168711115188             136.6248542463028         100.1743284066072         118.9536022057063         
30579.65785716683         0.3745755367595061        26289.1229169955                  37.59756487898132             45.92641859305771             65.17860109843795              37198.61199772669         2.897603740400637              71.75206815317483             141.5321775152483         107.7839850113868         125.2996722959548         
30579.57380203963         0.3745740228167583        26289.08533779821                 37.59751257449146             45.92585402995734             65.17858585584251              38210.54354904539         2.797948408381866              73.23359637373177             146.4009079829648         115.7699206939244         131.7751615793588         
30579.49343991174         0.3745733160354069        26289.03244226802                 37.59743865174085             45.92529784997183             65.17855369695262              39141.25755519074         2.707837641453168              74.97786807708553             151.2361653732626         124.1153848787348         138.3720458617257         
30579.41767306665         0.3745733510776783        26288.96650313814                 37.59734633253194             45.92477846722836             65.17849966105358              39971.49677186532         2.628556279497993              76.97945634017556             156.0441873110893         132.7965342496994         145.0813543838797         
30579.34685466737         0.3745740426818067        26288.88977735793                 37.59723881183008             45.92431929409596             65.17841960819172              40682.79407974654         2.561361603924002              79.22411973970634             160.8322495449517         141.7823821169571         151.8932420493199         
30579.28092826693         0.3745752926795679        26288.80446529944                 37.59711920074498             45.9239389717446              65.17831004451719              41258.17154687401         2.50744295720354               81.68748391411872             165.6089532662039         151.0357383732656         158.7976091688445         
30579.21955860009         0.374576995151965         26288.71270512916                 37.59699051924701             45.92365182924237             65.1781679628248               41682.716635909           2.467882451554264              84.33410734554663             170.3838725431862         160.5132386302252         165.7838220094131         
30579.1622403049          0.3745790397225768        26288.61659086848                 37.59685572246977             45.92346833634                65.17799071248371              41944.16569061478         2.443604992354609              87.1175605483065              175.167247193202          170.1656183977017         172.8404587722628         
30579.10838391605         0.3745813136476501        26288.51819847385                 37.59671773850481             45.92339543785598             65.17777588766657              42033.46755569911         2.435323971635092              89.98212114164726             179.9701486073239         179.9391676210078         179.9557447929514         
30579.05740132196         0.3745837026318111        26288.41964064182                 37.59657954660655             45.92343674251616             65.177521288474                41945.22506933066         2.44349762480412               92.86539198269291             184.803837725179          189.7757920801236         187.1168032705722         
30579.00877880977         0.3745860916766015        26288.32311018192                 37.59644423935858             45.92359245767111             65.17722489228692              41678.06107277483         2.468297047544262              95.70255807117873             189.6800775763744         199.6152333194175         194.3103381368703         
30578.96216661548         0.3745883658648675        26288.23093903797                 37.59631510664153             45.92385909076448             65.17688490219594              41234.80628071986         2.50959818594049               98.43071706090568             194.6108367022322         209.3962450924948         201.5224501349233         
30578.91748839228         0.3745904120719599        26288.1456531903                  37.59619571352457             45.92422887295773             65.17649985723824              40622.53900230401         2.566993596821295              100.9929134356327             199.6080725984163         219.0580791795473         208.7386196154608         
30578.87508336981         0.3745921224361931        26288.07001534841                 37.59608996058647             45.9246889517533              65.17606880025672              39852.42669363412         2.639823044104022              103.3412441096978             204.6836590903326         228.5423391563878         215.9439593862008         
30578.83589908414         0.3745934002614665        26288.00705539085                 37.59600212640787             45.92522037663223             65.17559155983074              38939.45171530409         2.727207167718174              105.4383891374618             209.8488318155353         237.7939538422715         223.1228572722515         
30578.80173669332         0.3745941696372249        26287.9600608462                  37.59593685322482             45.92579708580775             65.17506909360546              37901.94589653584         2.828083412424119              107.2579995375422             215.1138898853213         246.762683163791          230.2591072660512         
30578.7755532511          0.3745943893405825        26287.93251824204                 37.59589906264954             45.92638512025344             65.17450393979369              36761.04039199397         2.941228754772408              108.7839461540691             220.4874854315925         255.4038893681981         237.3356115537098         
30578.7617956143          0.3745940713492265        26287.92797603521                 37.59589376026147             45.92694255160413             65.17390070244119              35539.96193288402         3.065274382744446              110.0090829507288             225.9760273520795         263.6795149562893         244.3344182121467         
30578.76671493298         0.3745933027183987        26287.94981380887                 37.5959257075719              45.92742070531501             65.17326650560973              34263.17913092949         3.198715666249451              110.9338245757008             231.5832042182863         271.5590869804034         251.2370497598646         
30578.79857076195         0.3745922676073719        26288.00091318337                 37.59599895518142             45.9277672970484              65.17261131126934              32955.41335593009         3.339924627828861              111.564754323658              237.3097590082663         279.0206999371119         258.0251923066719         
30578.8675950502          0.3745912639393972        26288.08324524151                 37.59611625834964             45.92793191959669             65.17194799077659              31640.59339336181         3.487169274054667              111.9133324226351             243.1535283648396         286.051717247016          264.6816146936391         
30578.98557181687         0.3745907072794622        26288.19742031921                 37.59627844016034             45.92787388562104             65.17129199972587              30340.77280070948         3.63865272510494               111.9947145465163             249.1101691420553         292.6494480733248         271.1916230888264         
30579.16490634758         0.3745911145287898        26288.34226113251                 37.59648378858599             45.92757169063995             65.17066064633069              29075.23562095989         3.792561036455705              111.8265717583295             255.1741494255885         298.8210641085653         277.5443643041271         
30579.41711364212         0.3745930620759847        26288.51446151975                 37.59672757549798             45.92703271636205             65.17007197703138              27859.91901228627         3.947111586605207              111.4279416779975             261.3398391957641         304.5827266152319         283.7337531506004         
30579.75074102328         0.3745971169203567        26288.70837763644                 37.59700176362809             45.92630131294669             65.16954337609558              26707.24194445052         4.10058908986422               110.8181945331659             267.6023476261298         309.9579333290197         289.7587348336826         
30580.16886795502         0.3746037444257631        26288.91599102848                 37.5972949568643              45.92546318519665             65.16908996797608              25626.26951359085         4.251368195690603              110.0161946037581             273.9581524542653         314.9755825085973         295.6230987743822         
30580.66640804464         0.3746132010857355        26289.12704555898                 37.5975925962411              45.9246442229987              65.16872297588978              24623.22463344233         4.397906380710097              109.0398033745593             280.4048022596343         319.6675770921727         301.334375130893          
30581.22766273808         0.3746254271364683        26289.32940548355                 37.59787746806664             45.92400211394199             65.16844806223429              23702.07013261016         4.538730643015653              107.9056872893566             286.9404593981683         324.0669285180427         306.9027513394146         
30581.82468699853         0.3746399592476922        26289.50965346294                 37.59813055037375             45.92370991095878             65.16826380663784              22865.12755172605         4.672414708620937              106.6294453387528             293.5628970745432         328.2061123349876         312.3397416770572         
30582.21754720959         0.3746503450321041        26289.60938391523                 37.59827008668979             45.92378889022277             65.16818776113358              22361.58578752054         4.755705034399499              105.7205448017574             297.9604740023597         330.799528848523          315.8468532918646         
