DefaultSC.Earth.SMA       DefaultSC.Earth.ECC       DefaultSC.Earth.SemilatusRectum   DefaultSC.EarthMJ2000Eq.INC   DefaultSC.EarthMJ2000Eq.AOP   DefaultSC.EarthMJ2000Eq.RAAN   DefaultSC.Earth.RMAG      DefaultSC.EarthMJ2000Eq.VMAG   DefaultSC.EarthMJ2000Eq.FPA   DefaultSC.Earth.TA        DefaultSC.Earth.MA        DefaultSC.Earth.EA        DefaultSC.Earth.HA        
-14994.99514852742        1.499952092074978         18741.58883276548                 30.00745759025338             90.0442127248027              44.97321541551919              7862.067097914372         11.31285172361287              103.6465914513886             337.303584326033          -5.239325968732198        0                         -10.31234369383004        
-14995.76162160516        1.499922716022787         18741.22532027499                 30.00650242957848             90.05137553267565             44.96755243588686              7648.369237225671         11.43732304188757              98.87017393494384             345.2292419996626         -3.346668961909709        0                         -6.649555956184452        
-14996.33737198429        1.499901767083092         18741.00245780167                 30.00593600429699             90.05819082450073             44.96170023470228              7533.282637907242         11.50668028186607              94.37790906175096             352.7048728256666         -1.636097629856058        0                         -3.267523199140379        
-14996.57962584422        1.499893193382186         18740.91950153521                 30.00574987892761             90.06495127423085             44.95563400706354              7496.700677333828         11.5290786580234               89.91863659193092             0.135609532552652         0.03031417919740046       0                         0.06064127821201275       
-14996.39189317241        1.499900060452884         18740.99381840562                 30.00598680508014             90.07217163744771             44.94914843301117              7541.909240730209         11.50141516618613              85.13511955406429             8.106182929735722         1.819376620056751         0                         3.632179871438004         
-14995.86879268302        1.499919323968754         18741.20666691837                 30.0065867415411              90.07882406567217             44.94342966042753              7663.775419347966         11.42815103159596              80.69618255049154             15.49149315594291         3.514681696001913         0                         6.978687623559547         
-14995.24845109342        1.499943150845039         18741.50321072018                 30.00740227369625             90.08480018875443             44.93866574850955              7846.037413971675         11.32198414364042              76.64737311660579             22.20958586602566         5.119732851099462         0                         10.08418813531634         
-14994.68492644779        1.499966767691906         18741.86125065192                 30.00837672556342             90.09043141810277             44.93458146750253              8094.114661474355         11.18365801308021              72.71162567555                28.71571860711768         6.761787080098379         0                         13.17520097666872         
-14994.3069903069         1.49998656999862          18742.27961989733                 30.00950904443161             90.09598533138417             44.93097602328506              8436.991264394164         11.00328209518439              68.59815871416332             35.48165622056236         8.597965423396625         0                         16.50830692878132         
-14994.2742186715         1.499997234147628         18742.71835760733                 30.01069274421772             90.10110198215446             44.9280440447849               8885.905167465065         10.78418861640698              64.41931994340518             42.31025858108877         10.63231975416717         0                         20.03277635409852         
-14994.56123343981        1.499997134510792         18743.07264166271                 30.01164698492477             90.10484312032163             44.9261477250674               9351.771101593684         10.57492223875659              60.92845924324844             47.97259501097096         12.50263275959777         0                         23.11015615289372         
-14995.06232218977        1.499989850078881         18743.37130818278                 30.01245068974665             90.10775656108314             44.92482641120066              9860.664945753588         10.36478062334867              57.74912342878245             53.09054162000901         14.37855858951242         0                         26.04030412340956         
-14995.71423217841        1.499977358506593         18743.62422181564                 30.01313087716742             90.11005023603668             44.92389292630217              10429.75291192925         10.14969054376693              54.73831218255104             57.89799839088589         16.34362893508338         0                         28.94690036904022         
-14996.4625650949         1.499961252905545         18743.83502082888                 30.01369757621164             90.11182871958476             44.9232448501001               11072.59659986382         9.928608983901746              51.83636414154358             62.49104530181995         18.45159846223107         0                         31.88943115415323         
-14997.25707187634        1.499942980823696         18744.00599486913                 30.01415710067997             90.1131673717764              44.9228112071855               11802.25989768386         9.70178764434408               49.01568081495122             66.91297203886182         20.74790869776125         0                         34.90282739851581         
-14998.04819108094        1.499923958992105         18744.13892547066                 30.0145143559882              90.11412916797936             44.92253785782728              12627.03990067115         9.471601993776085              46.28041389936919             71.15680244005091         23.26099654141229         0                         37.99107811062938         
-14998.78894144253        1.499905548211498         18744.23632328682                 30.01477617342515             90.11477730810326             44.92237960912301              13544.65713565434         9.242982729575377              43.66452844659331             75.17077454274343         25.9888556628656          0                         41.12020276398485         
-14999.44954812345        1.499888684752551         18744.30311869964                 30.0149558495084              90.1151843508737              44.92229701250668              14550.53347199293         9.020131254595839              41.19203769267082             78.92103980915812         28.92578888781043         0                         44.25853713753938         
-15000.09306362107        1.499871849915127         18744.34978626692                 30.01508159577176             90.11544240775225             44.92225651126319              15806.29470069942         8.775469017891281              38.54769408012632             82.88104343128312         32.54479553281048         0                         47.83811782908964         
-15000.57342313581        1.499858992689155         18744.37150561851                 30.01514037694544             90.1155506550523              44.92224510682895              17036.65015310391         8.565374206400374              36.32350212063159             86.16797062699011         36.0621947502399          0                         51.05338718938408         
-15001.02720523557        1.499846571802602         18744.37961798214                 30.01516276443976             90.11558744069403             44.92224317701392              18596.507969327           8.333057897034532              33.90291264563817             89.69623946677579         40.50453843054849         0                         54.79674061839499         
-15001.39185529065        1.499836341733166         18744.37491553762                 30.01515080759514             90.11557015293926             44.92224228308546              20347.25663284733         8.108678659466559              31.59422270375373             93.01074695396014         45.48901495136585         0                         58.63987490145924         
-15001.67478698881        1.499828195148783         18744.36184502471                 30.015116410092               90.11552720330573             44.92223650519715              22274.41121847055         7.896859052469129              29.43326978457934             96.06550769156138         50.99174940724532         0                         62.51640173115165         
-15001.89123652475        1.499821787707598         18744.34395782743                 30.0150690844809              90.11547672917153             44.92222379679232              24384.53267242279         7.698240340450158              27.41721863857287             98.87153776579154         57.04967790768496         0                         66.4146879913844          
-15002.05567173586        1.499816772631            18744.32373175185                 30.01501547008017             90.11542862356043             44.92220429683223              26692.15428835825         7.512403654806438              25.53507041295426             101.451027274406          63.72328950263825         0                         70.33764883375427         
-15002.18014633511        1.499812851575063         18744.30280520823                 30.01495995949736             90.11538755322175             44.92217913892615              29217.48184364625         7.33856701211328               23.77425012264209             103.8275521928722         71.09065861211219         0                         74.29400194296267         
-15002.27416238966        1.499809783997473         18744.28222794134                 30.01490536929757             90.11535515867554             44.92214979535164              31984.68477149346         7.175917434636686              22.12342335981518             106.0221411800668         79.2432072646195          0                         78.29337222499773         
-15002.34505496292        1.499807380597954         18744.26264712284                 30.01485343781859             90.11533142599366             44.92211774425783              35021.51897715958         7.023701422181109              20.57298370510861             108.0527380582679         88.28522664703524         0                         82.34484700793769         
-15002.39843360885        1.499805493925475         18744.24443670767                 30.01480517117734             90.11531550658181             44.92208431350389              38359.41189298852         6.881244129713262              19.11494047327264             109.9344979736535         98.33469596820214         0                         86.45655295945062         
-15002.43856937991        1.499804009592258         18744.22778584514                 30.01476107975949             90.11530619566417             44.92205061774676              42033.84514358841         6.747942913033564              17.74263555839445             111.6802879471964         109.5249698389272         0                         90.63566598482481         
-15002.46870589337        1.49980283898926          18744.2127598687                  30.01472134137324             90.11530220468514             44.92201754499132              46084.88316994788         6.623256243244027              16.45047336373192             113.3011390193097         122.0069258096047         0                         94.88851158841284         
-15002.49130213764        1.499801913485306         18744.19934270248                 30.01468591470451             90.11530230915382             44.92198576853925              50557.80267953691         6.506693309112253              15.23369836110857             114.8066098040707         135.9514601457334         0                         99.22066172565353         
-15002.50821973767        1.499801179883579         18744.18746642023                 30.01465461839994             90.11530542157749             44.92195577075557              55503.83392065551         6.397804915571566              14.08821374596728             116.2050762015017         151.5523830102897         0                         103.6370242194112         
-15002.52086651753        1.499800596891058         18744.17703176286                 30.01462718594937             90.11531062011942             44.92192787091897              60981.08819453298         6.296174837436296              13.0104238470484              117.5039739045925         169.0299675120701         0                         108.1419704339346         
-15002.53030580954        1.499800132403836         18744.16792256308                 30.01460330422972             90.11531715174159             44.92190225382725              67055.5974451006          6.201414050528451              11.99712028712574             118.7099738143403         188.6349427008137         0                         112.7394072395554         
-15002.53733987878        1.499799761409039         18744.16001556926                 30.01458263971101             90.11532442149959             44.92187899618936              73802.67189313455         6.113154455458814              11.0453727051409              119.8291417519519         210.6536132354355         0                         117.4329349780097         
-15002.5425728997         1.499799464397109         18744.15318768555                 30.01456485768014             90.11533197442668             44.92185809195398              81307.97705846782         6.031050166216222              10.15250891289607             120.8669856920545         235.4121732154109         0                         122.2256528072472         
-15002.54645944466        1.499799226109829         18744.14732021536                 30.01454963347242             90.11533947536449             44.92183947242003              89669.24112370134         5.954772308204646              9.316032464436224             121.8285731110443         263.283166120434          0                         127.120288740127          
-15002.54934109607        1.499799034584222         18744.14230158137                 30.01453665966805             90.11534668886408             44.92182302332874              98998.4020523628          5.884004705858962              8.533553929735872             122.7186267295224         294.6935632929753         0                         132.1193786278984         
-15002.55147400679        1.499798880428588         18744.13802918033                 30.0145256510733              90.11535345995726             44.92180860000054              109423.724628774          5.818444096274776              7.802776030222951             123.5415554828808         330.132913164124          0                         137.2252070690589         
-15002.55304986949        1.499798756259457         18744.13441024558                 30.01451634731039             90.11535969684304             44.92179603956967              121092.1760606473         5.757800148935205              7.121481400056194             124.3014821179535         370.1624966166866         0                         142.4397279074967         
-15002.55421183265        1.499798656261406         18744.13136192343                 30.01450851377598             90.11536535572387             44.92178517069833              134172.1259040929         5.701795048457266              6.487519361635525             125.0022714384763         415.4257192254072         0                         147.7644883448471         
-15002.55506664181        1.499798575831154         18744.12881042672                 30.01450194088493             90.115370428227               44.92177582024564              148858.2330188878         5.650156993451565              5.898726213788005             125.647630517053          466.6662738572837         0                         153.2012026542611         
-15002.55565030751        1.499798515964522         18744.12684556063                 30.01449684877379             90.11537458939092             44.92176841520821              163978.9409899657         5.606285875891009              5.39514089642486              126.1953778386635         519.8167595088022         0                         158.3027113133771         
-15002.55604783873        1.499798471859668         18744.12535744448                 30.01449295722055             90.11537792450753             44.92176265103353              179003.5729128352         5.569774023750728              4.973594671999882             126.650892610964          572.9672483430816         0                         162.9552513806592         
-15002.55632802472        1.499798438485248         18744.1242056045                  30.01448991235277             90.11538063939628             44.92175807131972              193946.7564226433         5.538884893769837              4.615183553991531             127.0360301332922         626.1177393934347         0                         167.2335356671012         
-15002.55653108888        1.499798412654003         18744.12329686389                 30.01448748344407             90.11538287829636             44.92175437030565              208819.9666894106         5.512393429572664              4.306464251374114             127.3661800510272         679.2682320407312         0                         171.1948100376084         
-15002.55668172456        1.499798392258998         18744.1225672594                  30.0144855144588              90.11538474455662             44.9217513364412               223632.3792053189         5.489409543612874              4.037599766787697             127.6525076873576         732.418725870044          0                         174.8839474122418         
-15002.55679572103        1.499798375860557         18744.12197172959                 30.0144838964613              90.11538631403121             44.92174881910915              238391.4509769139         5.46927027876132               3.801216849260873             127.9033194154218         785.5692205927248         0                         178.3368015772945         
-15002.55687544577        1.499798363718858         18744.12152494109                 30.01448267926563             90.11538751628041             44.92174690991469              251586.9938220848         5.45321214154562               3.612195262301316             128.1032557730882         833.2342401570431         0                         181.25636464415           
