Time = 64800.0 sec 
   4 2.414719592e+07 -4.606449795e+06 -4.518001696e+06 
   7 2.045053454e+07 -2.645643194e+07 -2.024212433e+07 
   9 2.190242371e+07 -1.669817771e+07 -1.480816942e+07 
  11 2.357091746e+07 -1.158347246e+07 -8.551185917e+06 
  27 2.180326505e+07 -1.853353713e+07 -1.472662776e+07 
  28 2.409336190e+07 -4.856234069e+06 -4.070576371e+06 
  30 2.238838762e+07 -1.680184038e+07 -1.284617646e+07 
  19 2.043715634e+07 -2.584823715e+07 -2.030792593e+07 
**************** 
Time = 64830.0 sec 
   4 2.412900745e+07 -4.702032217e+06 -4.592481219e+06 
   7 2.044202991e+07 -2.650112338e+07 -2.027694882e+07 
   9 2.191718096e+07 -1.662062633e+07 -1.474773986e+07 
  11 2.355136214e+07 -1.168623495e+07 -8.631260306e+06 
  27 2.181676405e+07 -1.846259436e+07 -1.467134769e+07 
  28 2.408017253e+07 -4.925542357e+06 -4.124582686e+06 
  30 2.237256349e+07 -1.688499752e+07 -1.291097417e+07 
  19 2.043821812e+07 -2.584265846e+07 -2.030357889e+07 
**************** 
Time = 64860.0 sec 
   4 2.411083311e+07 -4.797538271e+06 -4.666901230e+06 
   7 2.043359260e+07 -2.654546217e+07 -2.031149850e+07 
   9 2.193201534e+07 -1.654267303e+07 -1.468699710e+07 
  11 2.353183008e+07 -1.178887866e+07 -8.711242141e+06 
  27 2.183034430e+07 -1.839123333e+07 -1.461574173e+07 
  28 2.406700944e+07 -4.994713912e+06 -4.178482442e+06 
  30 2.235676892e+07 -1.696799712e+07 -1.297564913e+07 
  19 2.043940527e+07 -2.583642009e+07 -2.029871781e+07 
**************** 
Time = 64890.0 sec 
   4 2.409267179e+07 -4.892974863e+06 -4.741267116e+06 
   7 2.042522056e+07 -2.658945670e+07 -2.034577994e+07 
   9 2.194692336e+07 -1.646433091e+07 -1.462595139e+07 
  11 2.351231819e+07 -1.189141120e+07 -8.791137385e+06 
  27 2.184400092e+07 -1.831946697e+07 -1.455981993e+07 
  28 2.405387078e+07 -5.063759156e+06 -4.232283783e+06 
  30 2.234100326e+07 -1.705084773e+07 -1.304020799e+07 
  19 2.044071553e+07 -2.582953311e+07 -2.029335131e+07 
**************** 
Time = 64920.0 sec 
   4 2.407452573e+07 -4.988333672e+06 -4.815572395e+06 
   7 2.041691545e+07 -2.663309985e+07 -2.037978755e+07 
   9 2.196190612e+07 -1.638559744e+07 -1.456460072e+07 
  11 2.349282965e+07 -1.199382434e+07 -8.870939574e+06 
  27 2.185773490e+07 -1.824729259e+07 -1.450358019e+07 
  28 2.404075726e+07 -5.132672996e+06 -4.285982717e+06 
  30 2.232526687e+07 -1.713354237e+07 -1.310464532e+07 
  19 2.044215052e+07 -2.582199275e+07 -2.028747569e+07 
**************** 
Time = 64950.0 sec 
   4 2.405639388e+07 -5.083612270e+06 -4.889815193e+06 
   7 2.040867780e+07 -2.667639023e+07 -2.041352029e+07 
   9 2.197696212e+07 -1.630647601e+07 -1.450294775e+07 
  11 2.347336428e+07 -1.209611533e+07 -8.950646593e+06 
  27 2.187154725e+07 -1.817471338e+07 -1.444702499e+07 
  28 2.402766823e+07 -5.201456226e+06 -4.339579900e+06 
  30 2.230955994e+07 -1.721607996e+07 -1.316896027e+07 
  19 2.044370934e+07 -2.581380108e+07 -2.028109256e+07 
**************** 
Time = 64980.0 sec 
   4 2.403827765e+07 -5.178812765e+06 -4.963997125e+06 
   7 2.040050653e+07 -2.671933115e+07 -2.044698073e+07 
   9 2.199209102e+07 -1.622697476e+07 -1.444099881e+07 
  11 2.345392087e+07 -1.219828718e+07 -9.030260763e+06 
  27 2.188543310e+07 -1.810173731e+07 -1.439016056e+07 
  28 2.401460302e+07 -5.270114335e+06 -4.393079585e+06 
  30 2.229388344e+07 -1.729846402e+07 -1.323315561e+07 
  19 2.044539090e+07 -2.580496371e+07 -2.027420629e+07 
**************** 
Time = 65010.0 sec 
   4 2.402017862e+07 -5.273920289e+06 -5.038106651e+06 
   7 2.039240423e+07 -2.676190922e+07 -2.048015842e+07 
   9 2.200729386e+07 -1.614708477e+07 -1.437874695e+07 
  11 2.343450397e+07 -1.230032477e+07 -9.109770335e+06 
  27 2.189939775e+07 -1.802835525e+07 -1.433297978e+07 
  28 2.400156348e+07 -5.338635553e+06 -4.446472609e+06 
  30 2.227823736e+07 -1.738068115e+07 -1.329722086e+07 
  19 2.044719737e+07 -2.579547012e+07 -2.026680866e+07 
**************** 
Time = 65040.0 sec 
   4 2.400209828e+07 -5.368937307e+06 -5.112145618e+06 
   7 2.038436974e+07 -2.680412857e+07 -2.051305661e+07 
   9 2.202256834e+07 -1.606681454e+07 -1.431619881e+07 
  11 2.341511174e+07 -1.240223056e+07 -9.189177242e+06 
  27 2.191343746e+07 -1.795457545e+07 -1.427548907e+07 
  28 2.398854836e+07 -5.407025579e+06 -4.499763395e+06 
  30 2.226262334e+07 -1.746273523e+07 -1.336115905e+07 
  19 2.044912736e+07 -2.578532673e+07 -2.025890472e+07 
**************** 
Time = 65070.0 sec 
   4 2.398403452e+07 -5.463860976e+06 -5.186111852e+06 
   7 2.037640450e+07 -2.684598765e+07 -2.054567405e+07 
   9 2.203791538e+07 -1.598616728e+07 -1.425335688e+07 
  11 2.339574487e+07 -1.250400226e+07 -9.268479643e+06 
  27 2.192755289e+07 -1.788040096e+07 -1.421769081e+07 
  28 2.397555945e+07 -5.475285264e+06 -4.552952623e+06 
  30 2.224704034e+07 -1.754462493e+07 -1.342496916e+07 
  19 2.045118151e+07 -2.577453486e+07 -2.025049545e+07 
**************** 
Time = 65100.0 sec 
   4 2.396598859e+07 -5.558687967e+06 -5.260002792e+06 
   7 2.036850798e+07 -2.688748399e+07 -2.057800885e+07 
   9 2.205333320e+07 -1.590514543e+07 -1.419022307e+07 
  11 2.337640424e+07 -1.260563654e+07 -9.347674977e+06 
  27 2.194174241e+07 -1.780583404e+07 -1.415958676e+07 
  28 2.396259475e+07 -5.543414437e+06 -4.606040171e+06 
  30 2.223148866e+07 -1.762634808e+07 -1.348864950e+07 
  19 2.045335815e+07 -2.576309498e+07 -2.024158125e+07 
**************** 
Time = 65130.0 sec 
   4 2.394796317e+07 -5.653414167e+06 -5.333815223e+06 
   7 2.036068105e+07 -2.692861443e+07 -2.061005852e+07 
   9 2.206882230e+07 -1.582375093e+07 -1.412679888e+07 
  11 2.335709080e+07 -1.270712964e+07 -9.426760344e+06 
