sat_joseph_le.Earth.TA    sat_joseph_le.EarthMJ2000Eq.X   sat_joseph_le.EarthMJ2000Eq.Y   sat_joseph_le.EarthMJ2000Eq.VX   sat_joseph_le.EarthMJ2000Eq.VY   sat_joseph_le.Earth.OrbitPeriod   sat_joseph_le.Earth.Energy   sat_joseph_le.Earth.SemilatusRectum   sat_joseph_le.EarthMJ2000Eq.FPA   sat_joseph_le.Earth.EA    sat_joseph_le.ElapsedSecs   sat_joseph_le.ElapsedDays   
187.3996190653796         -38876.35983780024              -5042.77749206776               0.7446188523454063               -1.676155729783256               35820.21653498629                 -8.48586846294792            11915.8434671345                      106.5620516952108                 197.5657566775664         19195.15091618523           0.2221660985669587          
191.1365666778105         -37554.36767248335              -7386.573943772345              1.116856602193798                -1.61547226492398                35820.28574628462                 -8.485857532118258           11915.84443341022                     113.5305700740081                 206.2252383461408         20617.28841372533           0.2386260233070061          
194.86393982061           -35813.4670019697               -9498.848096947586              1.483413888237612                -1.530906314683675               35820.38737640712                 -8.485841481311972           11915.84536532216                     119.2427424203608                 214.6218500523347         21957.87497089477           0.2541420714223932          
198.6287794791434         -33719.5412091219               -11360.45069988364              1.847283034594356                -1.421484962984898               35820.52852033742                 -8.485819190075548           11915.84628426734                     123.8025192038841                 222.7987722635308         23216.62751301192           0.2687109665857861          
202.4514021496939         -31349.53078172602              -12947.93549546926              2.208574910454109                -1.286185305431848               35820.7189377649                  -8.485789117176589           11915.84720767313                     127.3436673031794                 230.7419616333734         24386.54205095954           0.282251644108328           
206.3237968720528         -28798.37484930054              -14241.56238436605              2.564548212776255                -1.124876693028684               35820.97020748327                 -8.485749434195323           11915.84814960829                     130.0028897937457                 238.3875516428593         25456.54469401343           0.2946359339584887          
209.795757252832          -26456.34168526283              -15142.66848128414              2.873805419566135                -0.9600992488360645              35821.25565477943                 -8.485704354118248           11915.84901484236                     131.7409421434556                 244.885125529681          26318.44138603192           0.3046115901161102          
213.6673723280275         -23851.96104549329              -15881.15826521122              3.206175087513001                -0.7546559970566968              35821.65473747395                 -8.485641328850962           11915.85002047335                     133.0985000262931                 251.7281253652068         27175.78823537333           0.3145345860575617          
217.2095086588149         -21523.37589792127              -16336.14334017659              3.497482485197448                -0.5474246743845765              35822.10882776677                 -8.485569617913727           11915.85099396802                     133.9059298199213                 257.6218365910339         27870.87900757324           0.3225796181432088          
221.2094265139046         -18997.52529997233              -16629.79950843327              3.810324067590789                -0.2922949313027338              35822.74368173595                 -8.485469362919073           11915.8521725035                      134.4155370295871                 263.8691829405398         28562.54257546971           0.3305849835123809          
224.9192684140842         -16778.89408381005              -16724.6492242824               4.083924523613572                -0.03668918585342607             35823.46922522744                 -8.485354790024381           11915.85335536706                     134.5780459479179                 269.2942644924526         29124.84774913173           0.3370931452445802          
229.1489157372296         -14413.65852326811              -16660.93432379583              4.374926910731008                0.2756105674374775               35824.4860273445                  -8.485194230055749           11915.85482408318                     134.4683834075812                 275.072076927941          29684.29311445216           0.3435682073431963          
233.1337798507182         -12353.23676508619              -16465.35233388322              4.627322578028054                0.5887265866333614               35825.65971356607                 -8.485008906463417           11915.85633471793                     134.1299924086162                 280.1458842661024         30142.15624780627           0.3488675491644244          
237.7135306259055         -10186.68868715589              -16113.63689613924              4.88970786214723                 0.9692211227088602               35827.30969653218                 -8.484748393319608           11915.8582288686                      133.5118245797881                 285.5703991320259         30597.53422534559           0.3541381276081665          
242.6087071422454         -8100.815966918452              -15624.25822026113              5.135618752314627                1.397686849167746                35829.48481720964                 -8.484404997584644           11915.86043842164                     132.6303149300318                 290.9317092167406         31013.67369362852           0.3589545566392189          
247.0845888474827         -6388.794499619637              -15102.00588182516              5.327733297932695                1.806541710328853                35831.89853539283                 -8.484023974094804           11915.86261605807                     131.6613450626841                 295.4781733352563         31340.89045159053           0.3627417876341497          
251.5974886764794         -4836.662722891908              -14524.18241875477              5.488548075037243                2.23270289274141                 35834.79280933073                 -8.483567147677341           11915.86494793283                     130.5542961451836                 299.7535695124446         31627.83904415555           0.3660629518999485          
256.2099407815245         -3415.05011927936               -13897.04000141838              5.617750414254017                2.679976005823393                35838.27581465615                 -8.483017478596445           11915.86745262111                     129.3099686528445                 303.835839775157          31883.76888366183           0.3690251028201601          
261.4927289838719         -1970.902204721849              -13149.94579294391              5.721000718041305                3.203096940265166                35842.9705337815                  -8.482276724258949           11915.87044572373                     127.7677593589069                 308.1934751888634         32138.37312182877           0.3719719111322775          
267.037379387585          -642.7299960797142              -12347.82235118294              5.77709183227064                 3.759954783997631                35848.75877236582                 -8.481363651962464           11915.87370510219                     126.0373110025856                 312.444919076172          32369.24495156854           0.3746440387913026          
272.8206230669425         563.3592680757885               -11504.13599333736              5.777989702992286                4.343762368812561                35855.76928651769                 -8.480258099377377           11915.87722269205                     124.1314765998385                 316.5721367384315         32577.82289605821           0.377058135371044           
278.8725380384644         1655.189762974486               -10623.3027141447               5.715929980408084                4.951598227175475                35864.16980059023                 -8.478933819290631           11915.88105089744                     122.0458371303373                 320.5995478518238         32767.6067291759            0.3792547075136099          
284.4221793227942         2523.330730492867               -9823.102768510444              5.602943129740051                5.500513069282154                35872.7894926618                  -8.477575524663663           11915.88473713271                     120.0649649336839                 324.0652695931876         32920.85404816316           0.3810284033352218          
290.618381187539          3361.932246288281               -8942.150960584322              5.414712310475087                6.097308365839237                35883.34934707467                 -8.475912239670961           11915.88911783346                     117.7888505995821                 327.7124435118594         33072.8824537131            0.3827879913624201          
296.9228991396469         4091.960320011207               -8061.597421031154              5.158141237072624                6.680188988734242                35894.93490278265                 -8.474088334489409           11915.89391306802                     115.4145483982567                 331.2157737569904         33210.77622586163           0.3843839840956207          
303.2393971203153         4714.839569519298               -7196.239953168386              4.838338798203615                7.232503604932623                35907.14490583074                 -8.472167184635978           11915.89902524754                     112.986550794931                  334.5462170072618         33335.20368224708           0.3858241166926746          
309.5999933776217         5245.881156711854               -6341.709651658028              4.456730444265722                7.74982594000431                 35919.72977454758                 -8.470188191672449           11915.90427790174                     110.5002185915992                 337.7454415172969         33449.2799154832            0.3871444434662408          
316.0638631001739         5698.216216161048               -5489.67367824153               4.012475887115382                8.22902917263159                 35932.42455148145                 -8.468193085887066           11915.9092564227                      107.9382590706477                 340.862549504131          33555.91159671312           0.3883786064434389          
322.6968601196897         6080.864209237789               -4630.914821884949              3.503309295367171                8.665619449569359                35944.88470971237                 -8.466235994752758           11915.91318695419                     105.2789369541329                 343.9441224519937         33657.54321296699           0.3895548982982291          
329.5726875341918         6399.125559121717               -3755.235407195857              2.925743447445264                9.052976216944476                35956.65126484749                 -8.464388884169303           11915.91483948407                     102.4961228930952                 347.0363329936863         33756.34312875336           0.3906984158420528          
336.7819028112427         6654.86876172239                -2850.268979845729              2.27475933751706                 9.381748360048462                35967.12093672426                 -8.462746204746672           11915.91248312705                     99.55608882155809                 350.1904485971745         33854.46533435024           0.3918340895179426          
344.4534409117193         6846.207796679812               -1898.684435289404              1.542403965001939                9.63882764320868                 35975.51389361502                 -8.461429934902469           11915.90394017918                     96.40910235667232                 353.4735552616584         33954.44620298222           0.3929912754974794          
352.1160765915291         6959.193227493131               -956.213930918128               0.7830212573339039               9.795557131183843                35980.53328802659                 -8.460642986372484           11915.88848925489                     93.25332252838139                 356.7030249961636         34051.35459626326           0.3941129004197137          
359.6234039414738         6997.0848420217                 -36.87252691868407              0.02517949557870906              9.849376176779309                35981.8885269525                  -8.460430541257047           11915.86722268236                     90.15545487086042                 359.8427191406793         34144.87176875118           0.3951952751012868          
6.991404787211044         6965.183739394581               865.1045898615092               -0.719177748299036               9.805285235915491                35979.75205375096                 -8.460765457484669           11915.84235103273                     87.11478703649483                 2.922940548766767         34236.57990891952           0.3962567119087907          
14.25755119692703         6865.972961522816               1757.726405119712               -1.441647194790921               9.66850326667895                 35974.4754429227                  -8.461592767677516           11915.81679388069                     84.12112386079963                 5.980527309025871         34328.18421805277           0.3973169469682034          
21.46357824498473         6698.835597910873               2649.293499000871               -2.135197723054826               9.443562257067894                35966.50325575379                 -8.462843096054854           11915.79366589763                     81.16231850094283                 9.053218846103409         34421.4180150535            0.3983960418408969          
28.60780230278539         6461.669975911585               3542.579603728253               -2.789371630139251               9.136340008762971                35956.38675526353                 -8.464430395741871           11915.77585841476                     78.24415528348091                 12.16041691677811         34517.51580464188           0.3995082847759477          
35.85780492315104         6142.473563727404               4461.725602629747               -3.408705744669336               8.743846243126066                35944.42069808301                 -8.466308855824195           11915.76517958759                     75.30421914519022                 15.39846640032094         34620.27476088842           0.4006976245473197          
42.98492726896065         5743.909637907524               5380.559999260504               -3.964263702267957               8.284877681898379                35931.54444857759                 -8.468331364587392           11915.76289131104                     72.44157297980031                 18.68926914188779         34728.15251197899           0.4019462096293864          
49.34819325164285         5308.993870020915               6215.788922810893               -4.408595737078868               7.819685095860281                35919.55163776846                 -8.470216195934327           11915.76749678899                     69.91462214197537                 21.73920556593032         34831.86315475032           0.4031465642910916          
55.18039820419897         4837.062297901118               6994.968016390183               -4.768146141034873               7.352511636211139                35908.46390178349                 -8.471959715951691           11915.7764174928                      67.62773155562465                 24.64587843918947         34934.57505488768           0.4043353594315704          
60.67441886153266         4320.714751931177               7741.667358887685               -5.061680824353267               6.88121582913616                 35898.16707760852                 -8.473579670709803           11915.78795983884                     65.50383029430955                 27.49804069349686         35039.50840621255           0.4055498658126453          
65.9307717988146          3753.731259980375               8467.875195798819               -5.298974196016314               6.406054022883429                35888.62731702926                 -8.475081211198273           11915.80090421979                     63.50421867461632                 30.34627169027301         35148.84447266813           0.4068153295447701          
71.00851072962151         3130.105090544082               9180.181141278037               -5.485882242948796               5.928332431410744                35879.83847431062                 -8.47646514747683            11915.81433350184                     61.60764398532924                 33.22442501521879         35264.38657629769           0.4081526224108529          
75.94793679737381         2443.235351658851               9882.539961905408               -5.626396632900172               5.44959573589501                 35871.79666972402                 -8.477731946391309           11915.82757357239                     59.80114442895907                 36.15975483891634         35387.90844673058           0.4095822736890113          
80.7780188037359          1685.769721990093               10577.06511985569               -5.723414342473801               4.971524027283473                35864.49486179719                 -8.478882586139569           11915.84014863321                     58.077091684188                   39.17614461827151         35521.2865322479            0.411126001530647           
85.51869481751123         849.8049532418042               11264.12627962928               -5.779146412060125               4.496054561004502                35857.92234711127                 -8.479918635718832           11915.85174129924                     56.43225362635206                 42.29477755393508         35666.54405160807           0.4128072228195379          
90.00000005453249         -34.74768441173509              11915.81111822279               -5.795522226481054               4.043859638369502                35852.28096476537                 -8.48080815994653            11915.86177424033                     54.92728596994425                 45.40422492333423         35819.30525971111           0.4145752923577675          
